country,chip,parcel_id,full_px,hectares,native_10m_px,best_iou,found
slovenia,g13_00033_2.tif,6800995,323,0.55517,55.52,0.0158,0
slovenia,g13_00033_2.tif,6813621,508,0.87315,87.31,0.0712,0
slovenia,g13_00033_2.tif,6813628,328,0.56377,56.38,0.0372,0
slovenia,g13_00033_2.tif,6813634,588,1.01065,101.07,0.0292,0
slovenia,g13_00033_2.tif,6862298,9607,16.51247,1651.25,0.5546,1
slovenia,g13_00033_2.tif,6911137,1002,1.72223,172.22,0.0801,0
slovenia,g13_00033_2.tif,6911142,903,1.55207,155.21,0.0709,0
slovenia,g13_00033_2.tif,6911147,339,0.58267,58.27,0.0254,0
slovenia,g13_00033_2.tif,6911161,146,0.25094,25.09,0.0096,0
slovenia,g13_00033_2.tif,6911162,186,0.3197,31.97,0.0194,0
slovenia,g13_00033_2.tif,6911166,134,0.23032,23.03,0.0072,0
slovenia,g13_00033_2.tif,6950866,93,0.15985,15.98,0.2289,0
slovenia,g13_00033_2.tif,6953917,158,0.27157,27.16,0.0188,0
slovenia,g13_00033_2.tif,6980376,215,0.36954,36.95,0.1585,0
slovenia,g13_00033_2.tif,6980569,3,0.00516,0.52,0.0,0
slovenia,g13_00033_2.tif,6982225,547,0.94018,94.02,0.0,0
slovenia,g13_00033_2.tif,6996859,272,0.46751,46.75,0.0187,0
slovenia,g13_00033_2.tif,7003163,280,0.48126,48.13,0.0342,0
slovenia,g13_00033_2.tif,7003179,317,0.54486,54.49,0.0035,0
slovenia,g13_00033_2.tif,7003196,226,0.38845,38.84,0.0563,0
slovenia,g13_00033_2.tif,7003198,23,0.03953,3.95,0.0012,0
slovenia,g13_00033_2.tif,7003211,97,0.16672,16.67,0.011,0
slovenia,g13_00033_2.tif,7003217,169,0.29048,29.05,0.0672,0
slovenia,g13_00033_2.tif,7006544,107,0.18391,18.39,0.005,0
slovenia,g13_00033_2.tif,7020538,135,0.23204,23.2,0.093,0
slovenia,g13_00033_3.tif,6104931,428,0.73564,73.56,0.0055,0
slovenia,g13_00033_3.tif,6104932,75,0.12891,12.89,0.0,0
slovenia,g13_00033_3.tif,6106320,128,0.22001,22.0,0.3537,0
slovenia,g13_00033_3.tif,6106321,129,0.22172,22.17,0.1748,0
slovenia,g13_00033_3.tif,6106323,51,0.08766,8.77,0.0457,0
slovenia,g13_00033_3.tif,6111046,107,0.18391,18.39,0.8454,1
slovenia,g13_00033_3.tif,6127310,218,0.3747,37.47,0.0,0
slovenia,g13_00033_3.tif,6127311,59,0.10141,10.14,0.0,0
slovenia,g13_00033_3.tif,6127313,162,0.27844,27.84,0.1812,0
slovenia,g13_00033_3.tif,6127314,132,0.22688,22.69,0.2151,0
slovenia,g13_00033_3.tif,6165046,211,0.36267,36.27,0.8261,1
slovenia,g13_00033_3.tif,6178495,69,0.1186,11.86,0.033,0
slovenia,g13_00033_3.tif,6190600,4,0.00688,0.69,0.0,0
slovenia,g13_00033_3.tif,6249274,90,0.15469,15.47,0.0,0
slovenia,g13_00033_3.tif,6289861,279,0.47954,47.95,0.0,0
slovenia,g13_00033_3.tif,6370107,73,0.12547,12.55,0.0408,0
slovenia,g13_00033_3.tif,6370121,7,0.01203,1.2,0.0171,0
slovenia,g13_00033_3.tif,6400449,253,0.43486,43.49,0.1201,0
slovenia,g13_00033_3.tif,6400450,143,0.24579,24.58,0.1865,0
slovenia,g13_00033_3.tif,6411953,8,0.01375,1.38,0.0,0
slovenia,g13_00033_3.tif,6422454,162,0.27844,27.84,0.2851,0
slovenia,g13_00033_3.tif,6428040,19,0.03266,3.27,0.0909,0
slovenia,g13_00033_3.tif,6437948,75,0.12891,12.89,0.0374,0
slovenia,g13_00033_3.tif,6476634,190,0.32657,32.66,0.0,0
slovenia,g13_00033_3.tif,6510099,97,0.16672,16.67,0.3288,0
slovenia,g13_00033_3.tif,6510317,60,0.10313,10.31,0.2123,0
slovenia,g13_00033_3.tif,6510499,811,1.39394,139.39,0.4052,0
slovenia,g13_00033_3.tif,6510500,67,0.11516,11.52,0.1991,0
slovenia,g13_00033_3.tif,6557535,26,0.04469,4.47,0.0,0
slovenia,g13_00033_3.tif,6557537,10,0.01719,1.72,0.0,0
slovenia,g13_00033_3.tif,6557538,39,0.06703,6.7,0.0,0
slovenia,g13_00033_3.tif,6557542,44,0.07563,7.56,0.0,0
slovenia,g13_00033_3.tif,6557544,53,0.0911,9.11,0.0,0
slovenia,g13_00033_3.tif,6557546,6,0.01031,1.03,0.0,0
slovenia,g13_00033_3.tif,6558205,821,1.41113,141.11,0.3479,0
slovenia,g13_00033_3.tif,6560119,7,0.01203,1.2,0.0,0
slovenia,g13_00033_3.tif,6563744,532,0.9144,91.44,0.2921,0
slovenia,g13_00033_3.tif,6563745,73,0.12547,12.55,0.0,0
slovenia,g13_00033_3.tif,6571283,68,0.11688,11.69,0.2083,0
slovenia,g13_00033_3.tif,6571284,371,0.63767,63.77,0.6921,1
slovenia,g13_00033_3.tif,6571285,156,0.26813,26.81,0.8626,1
slovenia,g13_00033_3.tif,6571286,160,0.27501,27.5,0.033,0
slovenia,g13_00033_3.tif,6574389,56,0.09625,9.63,0.0,0
slovenia,g13_00033_3.tif,6576194,259,0.44517,44.52,0.1157,0
slovenia,g13_00033_3.tif,6576207,114,0.19594,19.59,0.3476,0
slovenia,g13_00033_3.tif,6580327,159,0.27329,27.33,0.0,0
slovenia,g13_00033_3.tif,6593209,112,0.19251,19.25,0.0,0
slovenia,g13_00033_3.tif,6593210,180,0.30938,30.94,0.0,0
slovenia,g13_00033_3.tif,6593222,71,0.12203,12.2,0.0,0
slovenia,g13_00033_3.tif,6594430,16,0.0275,2.75,0.0147,0
slovenia,g13_00033_3.tif,6594440,18,0.03094,3.09,0.5385,1
slovenia,g13_00033_3.tif,6599679,394,0.67721,67.72,0.0,0
slovenia,g13_00033_3.tif,6599682,443,0.76143,76.14,0.0,0
slovenia,g13_00033_3.tif,6599687,128,0.22001,22.0,0.0,0
slovenia,g13_00033_3.tif,6606091,266,0.4572,45.72,0.0,0
slovenia,g13_00033_3.tif,6629333,20,0.03438,3.44,0.0,0
slovenia,g13_00033_3.tif,6629339,211,0.36267,36.27,0.0,0
slovenia,g13_00033_3.tif,6629341,23,0.03953,3.95,0.0,0
slovenia,g13_00033_3.tif,6652346,234,0.4022,40.22,0.0053,0
slovenia,g13_00033_3.tif,6652353,2,0.00344,0.34,0.0,0
slovenia,g13_00033_3.tif,6652354,24,0.04125,4.13,0.0,0
slovenia,g13_00033_3.tif,6661024,375,0.64455,64.45,0.0,0
slovenia,g13_00033_3.tif,6661027,290,0.49845,49.85,0.0,0
slovenia,g13_00033_3.tif,6670650,638,1.09659,109.66,0.1103,0
slovenia,g13_00033_3.tif,6670662,193,0.33173,33.17,0.0994,0
slovenia,g13_00033_3.tif,6670671,179,0.30766,30.77,0.0,0
slovenia,g13_00033_3.tif,6670683,161,0.27673,27.67,0.5294,1
slovenia,g13_00033_3.tif,6670684,34,0.05844,5.84,0.088,0
slovenia,g13_00033_3.tif,6712617,160,0.27501,27.5,0.0149,0
slovenia,g13_00033_3.tif,6712628,8,0.01375,1.38,0.0,0
slovenia,g13_00033_3.tif,6712629,25,0.04297,4.3,0.0,0
slovenia,g13_00033_3.tif,6712630,2,0.00344,0.34,0.0086,0
slovenia,g13_00033_3.tif,6719676,604,1.03815,103.82,0.3963,0
slovenia,g13_00033_3.tif,6720043,841,1.44551,144.55,0.1649,0
slovenia,g13_00033_3.tif,6726961,68,0.11688,11.69,0.0,0
slovenia,g13_00033_3.tif,6726964,139,0.23891,23.89,0.0,0
slovenia,g13_00033_3.tif,6726997,122,0.20969,20.97,0.0163,0
slovenia,g13_00033_3.tif,6731241,23,0.03953,3.95,0.0,0
slovenia,g13_00033_3.tif,6731242,71,0.12203,12.2,0.0841,0
slovenia,g13_00033_3.tif,6731653,194,0.33345,33.34,0.0,0
slovenia,g13_00033_3.tif,6731665,63,0.10828,10.83,0.0,0
slovenia,g13_00033_3.tif,6731669,338,0.58095,58.1,0.0,0
slovenia,g13_00033_3.tif,6731670,301,0.51736,51.74,0.0,0
slovenia,g13_00033_3.tif,6731673,76,0.13063,13.06,0.0,0
slovenia,g13_00033_3.tif,6780728,266,0.4572,45.72,0.0,0
slovenia,g13_00033_3.tif,6800988,61,0.10485,10.48,0.0,0
slovenia,g13_00033_3.tif,6800994,47,0.08078,8.08,0.1502,0
slovenia,g13_00033_3.tif,6800999,117,0.2011,20.11,0.0668,0
slovenia,g13_00033_3.tif,6813641,335,0.5758,57.58,0.2018,0
slovenia,g13_00033_3.tif,6813642,134,0.23032,23.03,0.0797,0
slovenia,g13_00033_3.tif,6858389,144,0.24751,24.75,0.0554,0
slovenia,g13_00033_3.tif,6858405,86,0.14782,14.78,0.0099,0
slovenia,g13_00033_3.tif,6862298,706,1.21347,121.35,0.9684,1
slovenia,g13_00033_3.tif,6865965,612,1.0519,105.19,0.219,0
slovenia,g13_00033_3.tif,6903995,184,0.31626,31.63,0.0,0
slovenia,g13_00033_3.tif,6904019,187,0.32141,32.14,0.0354,0
slovenia,g13_00033_3.tif,6911140,732,1.25816,125.82,0.8818,1
slovenia,g13_00033_3.tif,6911163,111,0.19079,19.08,0.0909,0
slovenia,g13_00033_3.tif,6911165,223,0.38329,38.33,0.2305,0
slovenia,g13_00033_3.tif,6911177,178,0.30595,30.59,0.053,0
slovenia,g13_00033_3.tif,6953912,194,0.33345,33.34,0.1163,0
slovenia,g13_00033_3.tif,6994421,204,0.35063,35.06,0.2718,0
slovenia,g13_00033_3.tif,6994459,73,0.12547,12.55,0.0182,0
slovenia,g13_00033_3.tif,7017509,177,0.30423,30.42,0.0,0
slovenia,g13_00033_3.tif,7017512,148,0.25438,25.44,0.0,0
slovenia,g13_00033_3.tif,7020481,612,1.0519,105.19,0.0074,0
slovenia,g13_00033_3.tif,7020496,396,0.68064,68.06,0.4797,0
slovenia,g13_00033_3.tif,7020499,231,0.39704,39.7,0.1479,0
slovenia,g13_00033_3.tif,7020503,306,0.52595,52.6,0.0,0
slovenia,g13_00033_3.tif,7020526,159,0.27329,27.33,0.1067,0
slovenia,g13_00033_3.tif,7020549,92,0.15813,15.81,0.0,0
slovenia,g13_00033_3.tif,7020553,113,0.19422,19.42,0.0392,0
slovenia,g13_00033_3.tif,7020560,88,0.15125,15.13,0.0397,0
slovenia,g13_00033_3.tif,7020580,225,0.38673,38.67,0.0968,0
slovenia,g13_00033_3.tif,7020590,83,0.14266,14.27,0.0667,0
slovenia,g13_00033_3.tif,7061531,241,0.41423,41.42,0.021,0
slovenia,g13_00033_3.tif,7061532,41,0.07047,7.05,0.0,0
slovenia,g13_00033_3.tif,7061534,8,0.01375,1.38,0.1667,0
slovenia,g13_00033_3.tif,7061535,100,0.17188,17.19,0.0,0
slovenia,g13_00033_3.tif,7080445,82,0.14094,14.09,0.0383,0
slovenia,g13_00034_17.tif,6272996,23,0.03953,3.95,0.0,0
slovenia,g13_00034_17.tif,6275152,193,0.33173,33.17,0.0,0
slovenia,g13_00034_17.tif,6275290,127,0.21829,21.83,0.0,0
slovenia,g13_00034_17.tif,6275302,41,0.07047,7.05,0.0,0
slovenia,g13_00034_17.tif,6278770,38,0.06531,6.53,0.0,0
slovenia,g13_00034_17.tif,6600760,33,0.05672,5.67,0.0,0
slovenia,g13_00034_17.tif,6600764,23,0.03953,3.95,0.0,0
slovenia,g13_00034_17.tif,6601907,76,0.13063,13.06,0.0,0
slovenia,g13_00034_17.tif,6601908,195,0.33517,33.52,0.0,0
slovenia,g13_00034_17.tif,6605741,126,0.21657,21.66,0.0,0
slovenia,g13_00034_17.tif,6605743,67,0.11516,11.52,0.0,0
slovenia,g13_00034_17.tif,6890624,5,0.00859,0.86,0.0,0
slovenia,g13_00034_17.tif,6890625,14,0.02406,2.41,0.0,0
slovenia,g13_00034_17.tif,6890628,197,0.3386,33.86,0.0,0
slovenia,g13_00034_18.tif,6228950,89,0.15297,15.3,0.0,0
slovenia,g13_00034_18.tif,6600764,28,0.04813,4.81,0.0,0
slovenia,g13_00034_18.tif,6607404,47,0.08078,8.08,0.0,0
slovenia,g13_00034_18.tif,6890625,52,0.08938,8.94,0.0,0
slovenia,g13_00034_18.tif,6890628,34,0.05844,5.84,0.0,0
slovenia,g13_00034_3.tif,6131546,926,1.5916,159.16,0.0678,0
slovenia,g13_00034_3.tif,6131548,609,1.04675,104.67,0.0412,0
slovenia,g13_00034_3.tif,6131551,281,0.48298,48.3,0.8667,1
slovenia,g13_00034_3.tif,6252350,730,1.25472,125.47,0.0499,0
slovenia,g13_00034_3.tif,6252351,668,1.14816,114.82,0.0484,0
slovenia,g13_00034_3.tif,6252352,232,0.39876,39.88,0.0127,0
slovenia,g13_00034_3.tif,6252353,137,0.23548,23.55,0.005,0
slovenia,g13_00034_3.tif,6252354,30,0.05156,5.16,0.0011,0
slovenia,g13_00034_3.tif,6326765,60,0.10313,10.31,0.0,0
slovenia,g13_00034_3.tif,6326766,57,0.09797,9.8,0.0,0
slovenia,g13_00034_3.tif,6340002,232,0.39876,39.88,0.1444,0
slovenia,g13_00034_3.tif,6340004,98,0.16844,16.84,0.0839,0
slovenia,g13_00034_3.tif,6340007,11,0.01891,1.89,0.0026,0
slovenia,g13_00034_3.tif,6340009,45,0.07735,7.73,0.0378,0
slovenia,g13_00034_3.tif,6340047,30,0.05156,5.16,0.009,0
slovenia,g13_00034_3.tif,6340076,43,0.07391,7.39,0.0,0
slovenia,g13_00034_3.tif,6357335,97,0.16672,16.67,0.0378,0
slovenia,g13_00034_3.tif,6357337,50,0.08594,8.59,0.0,0
slovenia,g13_00034_3.tif,6357338,405,0.69611,69.61,0.506,1
slovenia,g13_00034_3.tif,6375640,140,0.24063,24.06,0.0941,0
slovenia,g13_00034_3.tif,6429720,252,0.43314,43.31,0.1167,0
slovenia,g13_00034_3.tif,6429721,48,0.0825,8.25,0.0,0
slovenia,g13_00034_3.tif,6429723,234,0.4022,40.22,0.2358,0
slovenia,g13_00034_3.tif,6429736,46,0.07906,7.91,0.0134,0
slovenia,g13_00034_3.tif,6431018,629,1.08112,108.11,0.5232,1
slovenia,g13_00034_3.tif,6433361,163,0.28016,28.02,0.0757,0
slovenia,g13_00034_3.tif,6433362,167,0.28704,28.7,0.6822,1
slovenia,g13_00034_3.tif,6433364,154,0.26469,26.47,0.1792,0
slovenia,g13_00034_3.tif,6433366,135,0.23204,23.2,0.1301,0
slovenia,g13_00034_3.tif,6433367,169,0.29048,29.05,0.072,0
slovenia,g13_00034_3.tif,6470429,257,0.44173,44.17,0.1886,0
slovenia,g13_00034_3.tif,6470431,217,0.37298,37.3,0.2107,0
slovenia,g13_00034_3.tif,6475217,99,0.17016,17.02,0.8824,1
slovenia,g13_00034_3.tif,6475223,192,0.33001,33.0,0.0117,0
slovenia,g13_00034_3.tif,6514068,92,0.15813,15.81,0.0,0
slovenia,g13_00034_3.tif,6548430,279,0.47954,47.95,0.0171,0
slovenia,g13_00034_3.tif,6578769,1649,2.83429,283.43,0.1197,0
slovenia,g13_00034_3.tif,6578775,246,0.42282,42.28,0.0887,0
slovenia,g13_00034_3.tif,6578776,98,0.16844,16.84,0.0354,0
slovenia,g13_00034_3.tif,6578779,910,1.5641,156.41,0.85,1
slovenia,g13_00034_3.tif,6578797,376,0.64627,64.63,0.8652,1
slovenia,g13_00034_3.tif,6578802,264,0.45376,45.38,0.287,0
slovenia,g13_00034_3.tif,6578808,12,0.02063,2.06,0.0,0
slovenia,g13_00034_3.tif,6578822,393,0.67549,67.55,0.6702,1
slovenia,g13_00034_3.tif,6578826,41,0.07047,7.05,0.5862,1
slovenia,g13_00034_3.tif,6613301,801,1.37676,137.68,0.055,0
slovenia,g13_00034_3.tif,6613302,617,1.0605,106.05,0.0429,0
slovenia,g13_00034_3.tif,6613305,492,0.84565,84.56,0.0338,0
slovenia,g13_00034_3.tif,6613306,459,0.78893,78.89,0.2182,0
slovenia,g13_00034_3.tif,6613310,561,0.96424,96.42,0.0373,0
slovenia,g13_00034_3.tif,6613313,269,0.46236,46.24,0.1693,0
slovenia,g13_00034_3.tif,6613316,230,0.39532,39.53,0.0145,0
slovenia,g13_00034_3.tif,6613325,82,0.14094,14.09,0.0398,0
slovenia,g13_00034_3.tif,6613326,39,0.06703,6.7,0.0,0
slovenia,g13_00034_3.tif,6613329,238,0.40907,40.91,0.1447,0
slovenia,g13_00034_3.tif,6613331,355,0.61017,61.02,0.0237,0
slovenia,g13_00034_3.tif,6613336,152,0.26126,26.13,0.1112,0
slovenia,g13_00034_3.tif,6613850,30,0.05156,5.16,0.001,0
slovenia,g13_00034_3.tif,6626234,374,0.64283,64.28,0.1867,0
slovenia,g13_00034_3.tif,6626250,145,0.24923,24.92,0.1726,0
slovenia,g13_00034_3.tif,6626378,347,0.59642,59.64,0.3947,0
slovenia,g13_00034_3.tif,6631817,77,0.13235,13.23,0.3922,0
slovenia,g13_00034_3.tif,6674176,29,0.04985,4.98,0.0,0
slovenia,g13_00034_3.tif,6674179,252,0.43314,43.31,0.0146,0
slovenia,g13_00034_3.tif,6674180,232,0.39876,39.88,0.149,0
slovenia,g13_00034_3.tif,6674182,175,0.30079,30.08,0.0114,0
slovenia,g13_00034_3.tif,6674351,9,0.01547,1.55,0.0001,0
slovenia,g13_00034_3.tif,6684219,89,0.15297,15.3,0.0,0
slovenia,g13_00034_3.tif,6690108,1219,2.09521,209.52,0.0873,0
slovenia,g13_00034_3.tif,6690109,784,1.34754,134.75,0.0538,0
slovenia,g13_00034_3.tif,6690110,358,0.61533,61.53,0.0234,0
slovenia,g13_00034_3.tif,6690111,182,0.31282,31.28,0.1232,0
slovenia,g13_00034_3.tif,6736079,705,1.21175,121.18,0.3043,0
slovenia,g13_00034_3.tif,6736080,1444,2.48194,248.19,0.6174,1
slovenia,g13_00034_3.tif,6742428,638,1.09659,109.66,0.044,0
slovenia,g13_00034_3.tif,6742444,42,0.07219,7.22,0.4688,0
slovenia,g13_00034_3.tif,6742446,129,0.22172,22.17,0.6271,1
slovenia,g13_00034_3.tif,6804611,221,0.37985,37.99,0.013,0
slovenia,g13_00034_3.tif,6804621,184,0.31626,31.63,0.7888,1
slovenia,g13_00034_3.tif,6804628,129,0.22172,22.17,0.7714,1
slovenia,g13_00034_3.tif,6842268,226,0.38845,38.84,0.1372,0
slovenia,g13_00034_3.tif,6846796,82,0.14094,14.09,0.0,0
slovenia,g13_00034_3.tif,6867128,360,0.61877,61.88,0.8885,1
slovenia,g13_00034_3.tif,6907711,123,0.21141,21.14,0.0,0
slovenia,g13_00034_3.tif,6913069,181,0.3111,31.11,0.1706,0
slovenia,g13_00034_3.tif,6916147,292,0.50189,50.19,0.915,1
slovenia,g13_00034_3.tif,6920856,164,0.28188,28.19,0.1562,0
slovenia,g13_00034_3.tif,6925035,252,0.43314,43.31,0.0169,0
slovenia,g13_00034_3.tif,7028347,217,0.37298,37.3,0.4396,0
slovenia,g13_00034_3.tif,7028349,26,0.04469,4.47,0.0,0
slovenia,g13_00034_3.tif,7028350,226,0.38845,38.84,0.4424,0
slovenia,g13_00034_3.tif,7055468,44,0.07563,7.56,0.0,0
slovenia,g13_00034_3.tif,7071038,379,0.65142,65.14,0.3002,0
slovenia,g13_00034_5.tif,6235364,283,0.48642,48.64,0.0,0
slovenia,g13_00034_5.tif,6235365,24,0.04125,4.13,0.0,0
slovenia,g13_00034_5.tif,6332699,12,0.02063,2.06,0.0,0
slovenia,g13_00034_5.tif,6351378,188,0.32313,32.31,0.0,0
slovenia,g13_00034_5.tif,6351379,11,0.01891,1.89,0.0,0
slovenia,g13_00034_5.tif,6351380,171,0.29391,29.39,0.0,0
slovenia,g13_00034_5.tif,6717319,12,0.02063,2.06,0.0,0
slovenia,g13_00034_6.tif,6322961,18,0.03094,3.09,0.0,0
slovenia,g13_00034_6.tif,6332699,29,0.04985,4.98,0.0,0
slovenia,g13_00034_6.tif,6411513,10,0.01719,1.72,0.0,0
slovenia,g13_00034_6.tif,6411519,48,0.0825,8.25,0.1923,0
slovenia,g13_00034_6.tif,6472261,10,0.01719,1.72,0.0,0
slovenia,g13_00034_6.tif,6472264,10,0.01719,1.72,0.0,0
slovenia,g13_00034_6.tif,6472265,120,0.20626,20.63,0.0,0
slovenia,g13_00034_6.tif,6472267,21,0.03609,3.61,0.0,0
slovenia,g13_00034_6.tif,6472273,49,0.08422,8.42,0.0,0
slovenia,g13_00034_6.tif,6717319,9,0.01547,1.55,0.0,0
slovenia,g13_00034_6.tif,6987585,11,0.01891,1.89,0.0,0
slovenia,g13_00034_7.tif,6178185,180,0.30938,30.94,0.0,0
slovenia,g13_00034_7.tif,6228029,22,0.03781,3.78,0.0,0
slovenia,g13_00034_7.tif,6399910,97,0.16672,16.67,0.0,0
slovenia,g13_00034_7.tif,6411512,236,0.40564,40.56,0.0,0
slovenia,g13_00034_7.tif,6411513,620,1.06565,106.57,0.0,0
slovenia,g13_00034_7.tif,6411516,24,0.04125,4.13,0.0,0
slovenia,g13_00034_7.tif,6462423,407,0.69955,69.95,0.0,0
slovenia,g13_00034_7.tif,6462451,43,0.07391,7.39,0.0,0
slovenia,g13_00034_7.tif,6535508,18,0.03094,3.09,0.0,0
slovenia,g13_00034_7.tif,6834016,40,0.06875,6.88,0.0,0
slovenia,g13_00034_7.tif,6834210,3,0.00516,0.52,0.0,0
slovenia,g13_00034_7.tif,6878498,15,0.02578,2.58,0.0,0
slovenia,g13_00034_7.tif,6878502,23,0.03953,3.95,0.0,0
slovenia,g13_00034_7.tif,6987571,172,0.29563,29.56,0.0,0
slovenia,g13_00034_7.tif,6987583,35,0.06016,6.02,0.0,0
slovenia,g13_00035_0.tif,6148445,195,0.33517,33.52,0.0,0
slovenia,g13_00035_0.tif,6148451,16,0.0275,2.75,0.0,0
slovenia,g13_00035_0.tif,6149839,192,0.33001,33.0,0.0,0
slovenia,g13_00035_0.tif,6149840,37,0.0636,6.36,0.0,0
slovenia,g13_00035_0.tif,6149856,192,0.33001,33.0,0.0,0
slovenia,g13_00035_0.tif,6150901,140,0.24063,24.06,0.0,0
slovenia,g13_00035_0.tif,6150902,29,0.04985,4.98,0.0,0
slovenia,g13_00035_0.tif,6150906,19,0.03266,3.27,0.0,0
slovenia,g13_00035_0.tif,6150907,23,0.03953,3.95,0.0,0
slovenia,g13_00035_0.tif,6204998,22,0.03781,3.78,0.0,0
slovenia,g13_00035_0.tif,6240851,325,0.55861,55.86,0.0,0
slovenia,g13_00035_0.tif,6335488,18,0.03094,3.09,0.0138,0
slovenia,g13_00035_0.tif,6335490,190,0.32657,32.66,0.7064,1
slovenia,g13_00035_0.tif,6335550,85,0.1461,14.61,0.08,0
slovenia,g13_00035_0.tif,6778230,48,0.0825,8.25,0.0,0
slovenia,g13_00035_0.tif,6787260,28,0.04813,4.81,0.0,0
slovenia,g13_00035_0.tif,6817925,177,0.30423,30.42,0.0,0
slovenia,g13_00035_0.tif,6821492,24,0.04125,4.13,0.0,0
slovenia,g13_00035_13.tif,6105478,541,0.92987,92.99,0.0659,0
slovenia,g13_00035_13.tif,6423333,315,0.54142,54.14,0.484,0
slovenia,g13_00035_13.tif,6444163,37,0.0636,6.36,0.5345,1
slovenia,g13_00035_13.tif,6478364,85,0.1461,14.61,0.0383,0
slovenia,g13_00035_13.tif,6478526,9,0.01547,1.55,0.0014,0
slovenia,g13_00035_13.tif,6478750,3,0.00516,0.52,0.0172,0
slovenia,g13_00035_13.tif,6487128,599,1.02956,102.96,0.0,0
slovenia,g13_00035_13.tif,6501533,1616,2.77757,277.76,0.1711,0
slovenia,g13_00035_13.tif,6501534,1977,3.39806,339.81,0.0405,0
slovenia,g13_00035_13.tif,6528096,231,0.39704,39.7,0.0415,0
slovenia,g13_00035_13.tif,6562533,410,0.70471,70.47,0.0541,0
slovenia,g13_00035_13.tif,6562582,374,0.64283,64.28,0.0412,0
slovenia,g13_00035_13.tif,6596923,277,0.47611,47.61,0.0661,0
slovenia,g13_00035_13.tif,6596925,254,0.43657,43.66,0.0677,0
slovenia,g13_00035_13.tif,6597646,33,0.05672,5.67,0.006,0
slovenia,g13_00035_13.tif,6600268,117,0.2011,20.11,0.0,0
slovenia,g13_00035_13.tif,6607477,316,0.54314,54.31,0.169,0
slovenia,g13_00035_13.tif,6607478,543,0.93331,93.33,0.1946,0
slovenia,g13_00035_13.tif,6607480,193,0.33173,33.17,0.0,0
slovenia,g13_00035_13.tif,6607600,150,0.25782,25.78,0.0708,0
slovenia,g13_00035_13.tif,6611060,679,1.16706,116.71,0.0691,0
slovenia,g13_00035_13.tif,6611062,202,0.3472,34.72,0.0996,0
slovenia,g13_00035_13.tif,6611064,239,0.41079,41.08,0.0,0
slovenia,g13_00035_13.tif,6611068,120,0.20626,20.63,0.0533,0
slovenia,g13_00035_13.tif,6611078,291,0.50017,50.02,0.2103,0
slovenia,g13_00035_13.tif,6612016,239,0.41079,41.08,0.1038,0
slovenia,g13_00035_13.tif,6615147,387,0.66517,66.52,0.2137,0
slovenia,g13_00035_13.tif,6618718,496,0.85252,85.25,0.2132,0
slovenia,g13_00035_13.tif,6618720,574,0.98659,98.66,0.0083,0
slovenia,g13_00035_13.tif,6618722,407,0.69955,69.95,0.0413,0
slovenia,g13_00035_13.tif,6626861,1313,2.25678,225.68,0.1472,0
slovenia,g13_00035_13.tif,6630723,674,1.15847,115.85,0.0235,0
slovenia,g13_00035_13.tif,6631508,89,0.15297,15.3,0.0661,0
slovenia,g13_00035_13.tif,6632874,1470,2.52663,252.66,0.1795,0
slovenia,g13_00035_13.tif,6632877,707,1.21519,121.52,0.2929,0
slovenia,g13_00035_13.tif,6633060,2097,3.60431,360.43,0.2341,0
slovenia,g13_00035_13.tif,6633256,406,0.69783,69.78,0.2427,0
slovenia,g13_00035_13.tif,6635358,836,1.43691,143.69,0.2967,0
slovenia,g13_00035_13.tif,6635740,900,1.54692,154.69,0.1085,0
slovenia,g13_00035_13.tif,6635756,663,1.13956,113.96,0.08,0
slovenia,g13_00035_13.tif,6642370,1015,1.74458,174.46,0.1208,0
slovenia,g13_00035_13.tif,6642371,27,0.04641,4.64,0.0064,0
slovenia,g13_00035_13.tif,6642372,483,0.83018,83.02,0.0565,0
slovenia,g13_00035_13.tif,6642471,551,0.94706,94.71,0.0653,0
slovenia,g13_00035_13.tif,6643878,377,0.64799,64.8,0.2849,0
slovenia,g13_00035_13.tif,6643880,249,0.42798,42.8,0.0226,0
slovenia,g13_00035_13.tif,6666388,34,0.05844,5.84,0.3333,0
slovenia,g13_00035_13.tif,6758719,80,0.1375,13.75,0.5455,1
slovenia,g13_00035_13.tif,6758729,242,0.41595,41.59,0.0662,0
slovenia,g13_00035_13.tif,6758732,720,1.23753,123.75,0.071,0
slovenia,g13_00035_13.tif,6768403,297,0.51048,51.05,0.1472,0
slovenia,g13_00035_13.tif,6771202,1359,2.33584,233.58,0.1459,0
slovenia,g13_00035_13.tif,6772010,411,0.70643,70.64,0.046,0
slovenia,g13_00035_13.tif,6775138,2526,4.34168,434.17,0.0946,0
slovenia,g13_00035_13.tif,6775163,775,1.33207,133.21,0.0023,0
slovenia,g13_00035_13.tif,6780534,464,0.79752,79.75,0.2681,0
slovenia,g13_00035_13.tif,6780714,238,0.40907,40.91,0.0512,0
slovenia,g13_00035_13.tif,6780731,350,0.60158,60.16,0.1122,0
slovenia,g13_00035_13.tif,6790107,831,1.42832,142.83,0.2087,0
slovenia,g13_00035_13.tif,6790118,351,0.6033,60.33,0.0381,0
slovenia,g13_00035_13.tif,6790175,291,0.50017,50.02,0.0792,0
slovenia,g13_00035_13.tif,6808537,15,0.02578,2.58,0.0306,0
slovenia,g13_00035_13.tif,6813618,687,1.18081,118.08,0.0254,0
