composite,setting,chip,parcel_id,full_px,hectares,native_10m_px,best_iou,found,width_native_px,is_null,draw,objects,seconds
true,0.70/0.88,g0_0073.tif,369,64,0.2356,23.56,0.2192,0,3.034,1,2,218,65.06
true,0.60/0.88,g0_0073.tif,365,44,0.162,16.2,0.4615,0,3.034,0,0,227,65.06
true,0.60/0.88,g0_0073.tif,366,37,0.1362,13.62,0.321,0,3.034,0,0,227,65.06
true,0.60/0.88,g0_0073.tif,367,81,0.2982,29.82,0.2734,0,3.231,0,0,227,65.06
true,0.60/0.88,g0_0073.tif,368,56,0.2062,20.62,0.2236,0,3.034,0,0,227,65.06
true,0.60/0.88,g0_0073.tif,369,64,0.2356,23.56,0.251,0,3.034,0,0,227,65.06
true,0.60/0.88,g0_0073.tif,365,44,0.162,16.2,0.0413,0,3.034,1,0,227,65.06
true,0.60/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0539,0,3.034,1,0,227,65.06
true,0.60/0.88,g0_0073.tif,367,81,0.2982,29.82,0.113,0,3.231,1,0,227,65.06
true,0.60/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1071,0,3.034,1,0,227,65.06
true,0.60/0.88,g0_0073.tif,369,64,0.2356,23.56,0.2231,0,3.034,1,0,227,65.06
true,0.60/0.88,g0_0073.tif,365,44,0.162,16.2,0.201,0,3.034,1,1,227,65.06
true,0.60/0.88,g0_0073.tif,366,37,0.1362,13.62,0.1364,0,3.034,1,1,227,65.06
true,0.60/0.88,g0_0073.tif,367,81,0.2982,29.82,0.3133,0,3.231,1,1,227,65.06
true,0.60/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1757,0,3.034,1,1,227,65.06
true,0.60/0.88,g0_0073.tif,369,64,0.2356,23.56,0.3617,0,3.034,1,1,227,65.06
true,0.60/0.88,g0_0073.tif,365,44,0.162,16.2,0.1066,0,3.034,1,2,227,65.06
true,0.60/0.88,g0_0073.tif,366,37,0.1362,13.62,0.1197,0,3.034,1,2,227,65.06
true,0.60/0.88,g0_0073.tif,367,81,0.2982,29.82,0.2621,0,3.231,1,2,227,65.06
true,0.60/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1736,0,3.034,1,2,227,65.06
true,0.60/0.88,g0_0073.tif,369,64,0.2356,23.56,0.1201,0,3.034,1,2,227,65.06
true,0.50/0.88,g0_0073.tif,365,44,0.162,16.2,0.4615,0,3.034,0,0,230,65.06
true,0.50/0.88,g0_0073.tif,366,37,0.1362,13.62,0.321,0,3.034,0,0,230,65.06
true,0.50/0.88,g0_0073.tif,367,81,0.2982,29.82,0.2734,0,3.231,0,0,230,65.06
true,0.50/0.88,g0_0073.tif,368,56,0.2062,20.62,0.2236,0,3.034,0,0,230,65.06
true,0.50/0.88,g0_0073.tif,369,64,0.2356,23.56,0.251,0,3.034,0,0,230,65.06
true,0.50/0.88,g0_0073.tif,365,44,0.162,16.2,0.0719,0,3.034,1,0,230,65.06
true,0.50/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0669,0,3.034,1,0,230,65.06
true,0.50/0.88,g0_0073.tif,367,81,0.2982,29.82,0.0765,0,3.231,1,0,230,65.06
true,0.50/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1039,0,3.034,1,0,230,65.06
true,0.50/0.88,g0_0073.tif,369,64,0.2356,23.56,0.1725,0,3.034,1,0,230,65.06
true,0.50/0.88,g0_0073.tif,365,44,0.162,16.2,0.1108,0,3.034,1,1,230,65.06
true,0.50/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0932,0,3.034,1,1,230,65.06
true,0.50/0.88,g0_0073.tif,367,81,0.2982,29.82,0.13,0,3.231,1,1,230,65.06
true,0.50/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1175,0,3.034,1,1,230,65.06
true,0.50/0.88,g0_0073.tif,369,64,0.2356,23.56,0.1726,0,3.034,1,1,230,65.06
true,0.50/0.88,g0_0073.tif,365,44,0.162,16.2,0.0901,0,3.034,1,2,230,65.06
true,0.50/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0493,0,3.034,1,2,230,65.06
true,0.50/0.88,g0_0073.tif,367,81,0.2982,29.82,0.1109,0,3.231,1,2,230,65.06
true,0.50/0.88,g0_0073.tif,368,56,0.2062,20.62,0.0818,0,3.034,1,2,230,65.06
true,0.50/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0985,0,3.034,1,2,230,65.06
false,0.88/0.88,g0_0073.tif,365,44,0.162,16.2,0.0,0,3.034,0,0,117,64.3
false,0.88/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0,0,3.034,0,0,117,64.3
false,0.88/0.88,g0_0073.tif,367,81,0.2982,29.82,0.0087,0,3.231,0,0,117,64.3
false,0.88/0.88,g0_0073.tif,368,56,0.2062,20.62,0.0,0,3.034,0,0,117,64.3
false,0.88/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0018,0,3.034,0,0,117,64.3
false,0.88/0.88,g0_0073.tif,365,44,0.162,16.2,0.0646,0,3.034,1,0,117,64.3
false,0.88/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0543,0,3.034,1,0,117,64.3
false,0.88/0.88,g0_0073.tif,367,81,0.2982,29.82,0.0917,0,3.231,1,0,117,64.3
false,0.88/0.88,g0_0073.tif,368,56,0.2062,20.62,0.0392,0,3.034,1,0,117,64.3
false,0.88/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0627,0,3.034,1,0,117,64.3
false,0.88/0.88,g0_0073.tif,365,44,0.162,16.2,0.0727,0,3.034,1,1,117,64.3
false,0.88/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0577,0,3.034,1,1,117,64.3
false,0.88/0.88,g0_0073.tif,367,81,0.2982,29.82,0.1339,0,3.231,1,1,117,64.3
false,0.88/0.88,g0_0073.tif,368,56,0.2062,20.62,0.0926,0,3.034,1,1,117,64.3
false,0.88/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0721,0,3.034,1,1,117,64.3
false,0.88/0.88,g0_0073.tif,365,44,0.162,16.2,0.0361,0,3.034,1,2,117,64.3
false,0.88/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0304,0,3.034,1,2,117,64.3
false,0.88/0.88,g0_0073.tif,367,81,0.2982,29.82,0.0664,0,3.231,1,2,117,64.3
false,0.88/0.88,g0_0073.tif,368,56,0.2062,20.62,0.0459,0,3.034,1,2,117,64.3
false,0.88/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0499,0,3.034,1,2,117,64.3
false,0.80/0.88,g0_0073.tif,365,44,0.162,16.2,0.4767,0,3.034,0,0,195,64.3
false,0.80/0.88,g0_0073.tif,366,37,0.1362,13.62,0.3953,0,3.034,0,0,195,64.3
false,0.80/0.88,g0_0073.tif,367,81,0.2982,29.82,0.2677,0,3.231,0,0,195,64.3
false,0.80/0.88,g0_0073.tif,368,56,0.2062,20.62,0.2273,0,3.034,0,0,195,64.3
false,0.80/0.88,g0_0073.tif,369,64,0.2356,23.56,0.2551,0,3.034,0,0,195,64.3
false,0.80/0.88,g0_0073.tif,365,44,0.162,16.2,0.0829,0,3.034,1,0,195,64.3
false,0.80/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0346,0,3.034,1,0,195,64.3
false,0.80/0.88,g0_0073.tif,367,81,0.2982,29.82,0.1067,0,3.231,1,0,195,64.3
false,0.80/0.88,g0_0073.tif,368,56,0.2062,20.62,0.079,0,3.034,1,0,195,64.3
false,0.80/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0663,0,3.034,1,0,195,64.3
false,0.80/0.88,g0_0073.tif,365,44,0.162,16.2,0.0954,0,3.034,1,1,195,64.3
false,0.80/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0418,0,3.034,1,1,195,64.3
false,0.80/0.88,g0_0073.tif,367,81,0.2982,29.82,0.0668,0,3.231,1,1,195,64.3
false,0.80/0.88,g0_0073.tif,368,56,0.2062,20.62,0.084,0,3.034,1,1,195,64.3
false,0.80/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0979,0,3.034,1,1,195,64.3
false,0.80/0.88,g0_0073.tif,365,44,0.162,16.2,0.1507,0,3.034,1,2,195,64.3
false,0.80/0.88,g0_0073.tif,366,37,0.1362,13.62,0.093,0,3.034,1,2,195,64.3
false,0.80/0.88,g0_0073.tif,367,81,0.2982,29.82,0.1879,0,3.231,1,2,195,64.3
false,0.80/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1321,0,3.034,1,2,195,64.3
false,0.80/0.88,g0_0073.tif,369,64,0.2356,23.56,0.168,0,3.034,1,2,195,64.3
false,0.70/0.88,g0_0073.tif,365,44,0.162,16.2,0.4767,0,3.034,0,0,246,64.3
false,0.70/0.88,g0_0073.tif,366,37,0.1362,13.62,0.3953,0,3.034,0,0,246,64.3
false,0.70/0.88,g0_0073.tif,367,81,0.2982,29.82,0.2677,0,3.231,0,0,246,64.3
false,0.70/0.88,g0_0073.tif,368,56,0.2062,20.62,0.2273,0,3.034,0,0,246,64.3
false,0.70/0.88,g0_0073.tif,369,64,0.2356,23.56,0.2551,0,3.034,0,0,246,64.3
false,0.70/0.88,g0_0073.tif,365,44,0.162,16.2,0.3185,0,3.034,1,0,246,64.3
false,0.70/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0867,0,3.034,1,0,246,64.3
false,0.70/0.88,g0_0073.tif,367,81,0.2982,29.82,0.1554,0,3.231,1,0,246,64.3
false,0.70/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1572,0,3.034,1,0,246,64.3
false,0.70/0.88,g0_0073.tif,369,64,0.2356,23.56,0.1717,0,3.034,1,0,246,64.3
false,0.70/0.88,g0_0073.tif,365,44,0.162,16.2,0.0748,0,3.034,1,1,246,64.3
false,0.70/0.88,g0_0073.tif,366,37,0.1362,13.62,0.1098,0,3.034,1,1,246,64.3
false,0.70/0.88,g0_0073.tif,367,81,0.2982,29.82,0.1484,0,3.231,1,1,246,64.3
false,0.70/0.88,g0_0073.tif,368,56,0.2062,20.62,0.0676,0,3.034,1,1,246,64.3
false,0.70/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0714,0,3.034,1,1,246,64.3
false,0.70/0.88,g0_0073.tif,365,44,0.162,16.2,0.1321,0,3.034,1,2,246,64.3
false,0.70/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0892,0,3.034,1,2,246,64.3
false,0.70/0.88,g0_0073.tif,367,81,0.2982,29.82,0.1318,0,3.231,1,2,246,64.3
false,0.70/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1309,0,3.034,1,2,246,64.3
false,0.70/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0672,0,3.034,1,2,246,64.3
false,0.60/0.88,g0_0073.tif,365,44,0.162,16.2,0.4767,0,3.034,0,0,253,64.3
false,0.60/0.88,g0_0073.tif,366,37,0.1362,13.62,0.3953,0,3.034,0,0,253,64.3
false,0.60/0.88,g0_0073.tif,367,81,0.2982,29.82,0.2677,0,3.231,0,0,253,64.3
false,0.60/0.88,g0_0073.tif,368,56,0.2062,20.62,0.2273,0,3.034,0,0,253,64.3
false,0.60/0.88,g0_0073.tif,369,64,0.2356,23.56,0.2551,0,3.034,0,0,253,64.3
false,0.60/0.88,g0_0073.tif,365,44,0.162,16.2,0.0658,0,3.034,1,0,253,64.3
false,0.60/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0579,0,3.034,1,0,253,64.3
false,0.60/0.88,g0_0073.tif,367,81,0.2982,29.82,0.0983,0,3.231,1,0,253,64.3
false,0.60/0.88,g0_0073.tif,368,56,0.2062,20.62,0.0771,0,3.034,1,0,253,64.3
false,0.60/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0916,0,3.034,1,0,253,64.3
false,0.60/0.88,g0_0073.tif,365,44,0.162,16.2,0.2333,0,3.034,1,1,253,64.3
false,0.60/0.88,g0_0073.tif,366,37,0.1362,13.62,0.1257,0,3.034,1,1,253,64.3
false,0.60/0.88,g0_0073.tif,367,81,0.2982,29.82,0.2759,0,3.231,1,1,253,64.3
false,0.60/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1304,0,3.034,1,1,253,64.3
false,0.60/0.88,g0_0073.tif,369,64,0.2356,23.56,0.1788,0,3.034,1,1,253,64.3
false,0.60/0.88,g0_0073.tif,365,44,0.162,16.2,0.0919,0,3.034,1,2,253,64.3
false,0.60/0.88,g0_0073.tif,366,37,0.1362,13.62,0.0665,0,3.034,1,2,253,64.3
false,0.60/0.88,g0_0073.tif,367,81,0.2982,29.82,0.1071,0,3.231,1,2,253,64.3
false,0.60/0.88,g0_0073.tif,368,56,0.2062,20.62,0.1114,0,3.034,1,2,253,64.3
false,0.60/0.88,g0_0073.tif,369,64,0.2356,23.56,0.0846,0,3.034,1,2,253,64.3
false,0.50/0.88,g0_0073.tif,365,44,0.162,16.2,0.4767,0,3.034,0,0,258,64.3
false,0.50/0.88,g0_0073.tif,366,37,0.1362,13.62,0.3953,0,3.034,0,0,258,64.3
false,0.50/0.88,g0_0073.tif,367,81,0.2982,29.82,0.2677,0,3.231,0,0,258,64.3
false,0.50/0.88,g0_0073.tif,368,56,0.2062,20.62,0.2273,0,3.034,0,0,258,64.3
false,0.50/0.88,g0_0073.tif,369,64,0.2356,23.56,0.2551,0,3.034,0,0,258,64.3
false,0.50/0.88,g0_0073.tif,365,44,0.162,16.2,0.1327,0,3.034,1,0,258,64.3
false,0.50/0.88,g0_0073.tif,366,37,0.1362,13.62,0.128,0,3.034,1,0,258,64.3
false,0.50/0.88,g0_0073.tif,367,81,0.2982,29.82,0.085,0,3.231,1,0,258,64.3
false,0.50/0.88,g0_0073.tif,368,56,0.2062,20.62,0.2236,0,3.034,1,0,258,64.3
false,0.50/0.88,g0_0073.tif,369,64,0.2356,23.56,0.2612,0,3.034,1,0,258,64.3
false,0.50/0.88,g0_0073.tif,365,44,0.162,16.2,0.0776,0,3.034,1,1,258,64.3
false,0.50/0.88,g0_0073.tif,366,37,0.1362,13.62,0.1184,0,3.034,1,1,258,64.3
false,0.50/0.88,g0_0073.tif,367,81,0.2982,29.82,0.2204,0,3.231,1,1,258,64.3
false,0.50/0.88,g0_0073.tif,368,56,0.2062,20.62,0.2569,0,3.034,1,1,258,64.3
false,0.50/0.88,g0_0073.tif,369,64,0.2356,23.56,0.2423,0,3.034,1,1,258,64.3
false,0.50/0.88,g0_0073.tif,365,44,0.162,16.2,0.0734,0,3.034,1,2,258,64.3
false,0.50/0.88,g0_0073.tif,366,37,0.1362,13.62,0.1171,0,3.034,1,2,258,64.3
false,0.50/0.88,g0_0073.tif,367,81,0.2982,29.82,0.1507,0,3.231,1,2,258,64.3
false,0.50/0.88,g0_0073.tif,368,56,0.2062,20.62,0.0517,0,3.034,1,2,258,64.3
false,0.50/0.88,g0_0073.tif,369,64,0.2356,23.56,0.1908,0,3.034,1,2,258,64.3
