composite,setting,chip,parcel_id,full_px,hectares,native_10m_px,best_iou,found,width_native_px,is_null,draw,objects,seconds
false,0.70/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.1706,0,7.888,1,0,185,79.77
false,0.70/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.1209,0,4.247,1,0,185,79.77
false,0.70/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.401,0,9.101,1,0,185,79.77
false,0.70/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.1727,0,4.247,1,0,185,79.77
false,0.70/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.1323,0,4.247,1,1,185,79.77
false,0.70/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.5343,1,7.888,1,1,185,79.77
false,0.70/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.1364,0,4.247,1,1,185,79.77
false,0.70/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.5429,1,9.101,1,1,185,79.77
false,0.70/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.2238,0,4.247,1,1,185,79.77
false,0.70/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.4416,0,4.247,1,2,185,79.77
false,0.70/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.2748,0,7.888,1,2,185,79.77
false,0.70/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.1736,0,4.247,1,2,185,79.77
false,0.70/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.3148,0,9.101,1,2,185,79.77
false,0.70/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.1844,0,4.247,1,2,185,79.77
false,0.60/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.0,0,4.247,0,0,188,79.77
false,0.60/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.0,0,7.888,0,0,188,79.77
false,0.60/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.0,0,4.247,0,0,188,79.77
false,0.60/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.4894,0,9.101,0,0,188,79.77
false,0.60/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.0,0,4.247,0,0,188,79.77
false,0.60/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.1156,0,4.247,1,0,188,79.77
false,0.60/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.1919,0,7.888,1,0,188,79.77
false,0.60/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.1399,0,4.247,1,0,188,79.77
false,0.60/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.2282,0,9.101,1,0,188,79.77
false,0.60/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.3628,0,4.247,1,0,188,79.77
false,0.60/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.0804,0,4.247,1,1,188,79.77
false,0.60/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.4106,0,7.888,1,1,188,79.77
false,0.60/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.1113,0,4.247,1,1,188,79.77
false,0.60/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.4286,0,9.101,1,1,188,79.77
false,0.60/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.2878,0,4.247,1,1,188,79.77
false,0.60/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.1148,0,4.247,1,2,188,79.77
false,0.60/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.3297,0,7.888,1,2,188,79.77
false,0.60/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.182,0,4.247,1,2,188,79.77
false,0.60/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.3009,0,9.101,1,2,188,79.77
false,0.60/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.2963,0,4.247,1,2,188,79.77
false,0.50/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.0,0,4.247,0,0,188,79.77
false,0.50/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.0,0,7.888,0,0,188,79.77
false,0.50/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.0,0,4.247,0,0,188,79.77
false,0.50/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.4894,0,9.101,0,0,188,79.77
false,0.50/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.0,0,4.247,0,0,188,79.77
false,0.50/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.1648,0,4.247,1,0,188,79.77
false,0.50/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.4123,0,7.888,1,0,188,79.77
false,0.50/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.2302,0,4.247,1,0,188,79.77
false,0.50/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.1943,0,9.101,1,0,188,79.77
false,0.50/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.1416,0,4.247,1,0,188,79.77
false,0.50/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.3191,0,4.247,1,1,188,79.77
false,0.50/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.1211,0,7.888,1,1,188,79.77
false,0.50/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.4518,0,4.247,1,1,188,79.77
false,0.50/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.4437,0,9.101,1,1,188,79.77
false,0.50/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.1914,0,4.247,1,1,188,79.77
false,0.50/0.88,g0_1922.tif,9608,60,0.2209,22.09,0.0649,0,4.247,1,2,188,79.77
false,0.50/0.88,g0_1922.tif,9609,213,0.7841,78.41,0.2171,0,7.888,1,2,188,79.77
false,0.50/0.88,g0_1922.tif,9610,104,0.3829,38.29,0.1124,0,4.247,1,2,188,79.77
false,0.50/0.88,g0_1922.tif,9611,263,0.9682,96.82,0.2073,0,9.101,1,2,188,79.77
false,0.50/0.88,g0_1922.tif,9612,80,0.2945,29.45,0.0963,0,4.247,1,2,188,79.77
true,0.88/0.88,g0_1938.tif,9688,138,0.508,50.8,0.0038,0,5.461,0,0,151,81.8
true,0.88/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.0033,0,4.247,0,0,151,81.8
true,0.88/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.7255,1,5.461,0,0,151,81.8
true,0.88/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.0027,0,3.768,0,0,151,81.8
true,0.88/0.88,g0_1938.tif,9692,163,0.6,60.0,0.6705,1,6.674,0,0,151,81.8
true,0.88/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1745,0,5.461,1,0,151,81.8
true,0.88/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1845,0,4.247,1,0,151,81.8
true,0.88/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.243,0,5.461,1,0,151,81.8
true,0.88/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1,0,3.768,1,0,151,81.8
true,0.88/0.88,g0_1938.tif,9692,163,0.6,60.0,0.268,0,6.674,1,0,151,81.8
true,0.88/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1427,0,5.461,1,1,151,81.8
true,0.88/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.081,0,4.247,1,1,151,81.8
true,0.88/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.1467,0,5.461,1,1,151,81.8
true,0.88/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1497,0,3.768,1,1,151,81.8
true,0.88/0.88,g0_1938.tif,9692,163,0.6,60.0,0.2369,0,6.674,1,1,151,81.8
true,0.88/0.88,g0_1938.tif,9688,138,0.508,50.8,0.053,0,5.461,1,2,151,81.8
true,0.88/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1338,0,4.247,1,2,151,81.8
true,0.88/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2286,0,5.461,1,2,151,81.8
true,0.88/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.0816,0,3.768,1,2,151,81.8
true,0.88/0.88,g0_1938.tif,9692,163,0.6,60.0,0.2477,0,6.674,1,2,151,81.8
true,0.80/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1723,0,5.461,0,0,197,81.8
true,0.80/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2639,0,4.247,0,0,197,81.8
true,0.80/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.7255,1,5.461,0,0,197,81.8
true,0.80/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2073,0,3.768,0,0,197,81.8
true,0.80/0.88,g0_1938.tif,9692,163,0.6,60.0,0.6705,1,6.674,0,0,197,81.8
true,0.80/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2075,0,5.461,1,0,197,81.8
true,0.80/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1794,0,4.247,1,0,197,81.8
true,0.80/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2835,0,5.461,1,0,197,81.8
true,0.80/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1408,0,3.768,1,0,197,81.8
true,0.80/0.88,g0_1938.tif,9692,163,0.6,60.0,0.115,0,6.674,1,0,197,81.8
true,0.80/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2563,0,5.461,1,1,197,81.8
true,0.80/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2313,0,4.247,1,1,197,81.8
true,0.80/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2657,0,5.461,1,1,197,81.8
true,0.80/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1263,0,3.768,1,1,197,81.8
true,0.80/0.88,g0_1938.tif,9692,163,0.6,60.0,0.1647,0,6.674,1,1,197,81.8
true,0.80/0.88,g0_1938.tif,9688,138,0.508,50.8,0.108,0,5.461,1,2,197,81.8
true,0.80/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1039,0,4.247,1,2,197,81.8
true,0.80/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2119,0,5.461,1,2,197,81.8
true,0.80/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.0956,0,3.768,1,2,197,81.8
true,0.80/0.88,g0_1938.tif,9692,163,0.6,60.0,0.23,0,6.674,1,2,197,81.8
true,0.70/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1723,0,5.461,0,0,211,81.8
true,0.70/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2639,0,4.247,0,0,211,81.8
true,0.70/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.7255,1,5.461,0,0,211,81.8
true,0.70/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2073,0,3.768,0,0,211,81.8
true,0.70/0.88,g0_1938.tif,9692,163,0.6,60.0,0.6705,1,6.674,0,0,211,81.8
true,0.70/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2104,0,5.461,1,0,211,81.8
true,0.70/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1538,0,4.247,1,0,211,81.8
true,0.70/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.1064,0,5.461,1,0,211,81.8
true,0.70/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.0743,0,3.768,1,0,211,81.8
true,0.70/0.88,g0_1938.tif,9692,163,0.6,60.0,0.2824,0,6.674,1,0,211,81.8
true,0.70/0.88,g0_1938.tif,9688,138,0.508,50.8,0.4686,0,5.461,1,1,211,81.8
true,0.70/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.231,0,4.247,1,1,211,81.8
true,0.70/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.3758,0,5.461,1,1,211,81.8
true,0.70/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2465,0,3.768,1,1,211,81.8
true,0.70/0.88,g0_1938.tif,9692,163,0.6,60.0,0.2154,0,6.674,1,1,211,81.8
true,0.70/0.88,g0_1938.tif,9688,138,0.508,50.8,0.3763,0,5.461,1,2,211,81.8
true,0.70/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1846,0,4.247,1,2,211,81.8
true,0.70/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.3703,0,5.461,1,2,211,81.8
true,0.70/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2474,0,3.768,1,2,211,81.8
true,0.70/0.88,g0_1938.tif,9692,163,0.6,60.0,0.2022,0,6.674,1,2,211,81.8
true,0.60/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1723,0,5.461,0,0,211,81.8
true,0.60/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2639,0,4.247,0,0,211,81.8
true,0.60/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.7255,1,5.461,0,0,211,81.8
true,0.60/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2073,0,3.768,0,0,211,81.8
true,0.60/0.88,g0_1938.tif,9692,163,0.6,60.0,0.6705,1,6.674,0,0,211,81.8
true,0.60/0.88,g0_1938.tif,9688,138,0.508,50.8,0.3279,0,5.461,1,0,211,81.8
true,0.60/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2883,0,4.247,1,0,211,81.8
true,0.60/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.144,0,5.461,1,0,211,81.8
true,0.60/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2387,0,3.768,1,0,211,81.8
true,0.60/0.88,g0_1938.tif,9692,163,0.6,60.0,0.4313,0,6.674,1,0,211,81.8
true,0.60/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1788,0,5.461,1,1,211,81.8
true,0.60/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1034,0,4.247,1,1,211,81.8
true,0.60/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.3922,0,5.461,1,1,211,81.8
true,0.60/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.145,0,3.768,1,1,211,81.8
true,0.60/0.88,g0_1938.tif,9692,163,0.6,60.0,0.0963,0,6.674,1,1,211,81.8
true,0.60/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1216,0,5.461,1,2,211,81.8
true,0.60/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1934,0,4.247,1,2,211,81.8
true,0.60/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.332,0,5.461,1,2,211,81.8
true,0.60/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1615,0,3.768,1,2,211,81.8
true,0.60/0.88,g0_1938.tif,9692,163,0.6,60.0,0.145,0,6.674,1,2,211,81.8
true,0.50/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1723,0,5.461,0,0,212,81.8
true,0.50/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2639,0,4.247,0,0,212,81.8
true,0.50/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.7255,1,5.461,0,0,212,81.8
true,0.50/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2073,0,3.768,0,0,212,81.8
true,0.50/0.88,g0_1938.tif,9692,163,0.6,60.0,0.6705,1,6.674,0,0,212,81.8
true,0.50/0.88,g0_1938.tif,9688,138,0.508,50.8,0.0619,0,5.461,1,0,212,81.8
true,0.50/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.0826,0,4.247,1,0,212,81.8
true,0.50/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2239,0,5.461,1,0,212,81.8
true,0.50/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.0906,0,3.768,1,0,212,81.8
true,0.50/0.88,g0_1938.tif,9692,163,0.6,60.0,0.175,0,6.674,1,0,212,81.8
true,0.50/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1944,0,5.461,1,1,212,81.8
true,0.50/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.4469,0,4.247,1,1,212,81.8
true,0.50/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.3292,0,5.461,1,1,212,81.8
true,0.50/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.177,0,3.768,1,1,212,81.8
true,0.50/0.88,g0_1938.tif,9692,163,0.6,60.0,0.3167,0,6.674,1,1,212,81.8
true,0.50/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1255,0,5.461,1,2,212,81.8
true,0.50/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2618,0,4.247,1,2,212,81.8
true,0.50/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2363,0,5.461,1,2,212,81.8
true,0.50/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2088,0,3.768,1,2,212,81.8
true,0.50/0.88,g0_1938.tif,9692,163,0.6,60.0,0.1306,0,6.674,1,2,212,81.8
false,0.88/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1699,0,5.461,0,0,175,83.7
false,0.88/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2907,0,4.247,0,0,175,83.7
false,0.88/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.4853,0,5.461,0,0,175,83.7
false,0.88/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2279,0,3.768,0,0,175,83.7
false,0.88/0.88,g0_1938.tif,9692,163,0.6,60.0,0.3696,0,6.674,0,0,175,83.7
false,0.88/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1022,0,5.461,1,0,175,83.7
false,0.88/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.181,0,4.247,1,0,175,83.7
false,0.88/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.15,0,5.461,1,0,175,83.7
false,0.88/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1562,0,3.768,1,0,175,83.7
false,0.88/0.88,g0_1938.tif,9692,163,0.6,60.0,0.245,0,6.674,1,0,175,83.7
false,0.88/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2938,0,5.461,1,1,175,83.7
false,0.88/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2368,0,4.247,1,1,175,83.7
false,0.88/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.3333,0,5.461,1,1,175,83.7
false,0.88/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.3306,0,3.768,1,1,175,83.7
false,0.88/0.88,g0_1938.tif,9692,163,0.6,60.0,0.1738,0,6.674,1,1,175,83.7
false,0.88/0.88,g0_1938.tif,9688,138,0.508,50.8,0.0769,0,5.461,1,2,175,83.7
false,0.88/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.0784,0,4.247,1,2,175,83.7
false,0.88/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.1669,0,5.461,1,2,175,83.7
false,0.88/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.0353,0,3.768,1,2,175,83.7
false,0.88/0.88,g0_1938.tif,9692,163,0.6,60.0,0.1321,0,6.674,1,2,175,83.7
false,0.80/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1907,0,5.461,0,0,223,83.7
false,0.80/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.3344,0,4.247,0,0,223,83.7
false,0.80/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.4853,0,5.461,0,0,223,83.7
false,0.80/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2492,0,3.768,0,0,223,83.7
false,0.80/0.88,g0_1938.tif,9692,163,0.6,60.0,0.3696,0,6.674,0,0,223,83.7
false,0.80/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2594,0,5.461,1,0,223,83.7
false,0.80/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1206,0,4.247,1,0,223,83.7
false,0.80/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.1777,0,5.461,1,0,223,83.7
false,0.80/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2252,0,3.768,1,0,223,83.7
false,0.80/0.88,g0_1938.tif,9692,163,0.6,60.0,0.3032,0,6.674,1,0,223,83.7
false,0.80/0.88,g0_1938.tif,9688,138,0.508,50.8,0.3639,0,5.461,1,1,223,83.7
false,0.80/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.3441,0,4.247,1,1,223,83.7
false,0.80/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2391,0,5.461,1,1,223,83.7
false,0.80/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1422,0,3.768,1,1,223,83.7
false,0.80/0.88,g0_1938.tif,9692,163,0.6,60.0,0.279,0,6.674,1,1,223,83.7
false,0.80/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2897,0,5.461,1,2,223,83.7
false,0.80/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1605,0,4.247,1,2,223,83.7
false,0.80/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.21,0,5.461,1,2,223,83.7
false,0.80/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.4025,0,3.768,1,2,223,83.7
false,0.80/0.88,g0_1938.tif,9692,163,0.6,60.0,0.2037,0,6.674,1,2,223,83.7
false,0.70/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2119,0,5.461,0,0,241,83.7
false,0.70/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.3667,0,4.247,0,0,241,83.7
false,0.70/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.4853,0,5.461,0,0,241,83.7
false,0.70/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.255,0,3.768,0,0,241,83.7
false,0.70/0.88,g0_1938.tif,9692,163,0.6,60.0,0.3696,0,6.674,0,0,241,83.7
false,0.70/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2575,0,5.461,1,0,241,83.7
false,0.70/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1104,0,4.247,1,0,241,83.7
false,0.70/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.4332,0,5.461,1,0,241,83.7
false,0.70/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2878,0,3.768,1,0,241,83.7
false,0.70/0.88,g0_1938.tif,9692,163,0.6,60.0,0.6383,1,6.674,1,0,241,83.7
false,0.70/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1577,0,5.461,1,1,241,83.7
false,0.70/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.3835,0,4.247,1,1,241,83.7
false,0.70/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2786,0,5.461,1,1,241,83.7
false,0.70/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1956,0,3.768,1,1,241,83.7
false,0.70/0.88,g0_1938.tif,9692,163,0.6,60.0,0.4391,0,6.674,1,1,241,83.7
false,0.70/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1675,0,5.461,1,2,241,83.7
false,0.70/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1039,0,4.247,1,2,241,83.7
false,0.70/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2836,0,5.461,1,2,241,83.7
false,0.70/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1149,0,3.768,1,2,241,83.7
false,0.70/0.88,g0_1938.tif,9692,163,0.6,60.0,0.1646,0,6.674,1,2,241,83.7
false,0.60/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2119,0,5.461,0,0,245,83.7
false,0.60/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.3667,0,4.247,0,0,245,83.7
false,0.60/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.4853,0,5.461,0,0,245,83.7
false,0.60/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.255,0,3.768,0,0,245,83.7
false,0.60/0.88,g0_1938.tif,9692,163,0.6,60.0,0.3696,0,6.674,0,0,245,83.7
false,0.60/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1798,0,5.461,1,0,245,83.7
false,0.60/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1195,0,4.247,1,0,245,83.7
false,0.60/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2027,0,5.461,1,0,245,83.7
false,0.60/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.1164,0,3.768,1,0,245,83.7
false,0.60/0.88,g0_1938.tif,9692,163,0.6,60.0,0.1978,0,6.674,1,0,245,83.7
false,0.60/0.88,g0_1938.tif,9688,138,0.508,50.8,0.3256,0,5.461,1,1,245,83.7
false,0.60/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2657,0,4.247,1,1,245,83.7
false,0.60/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.3448,0,5.461,1,1,245,83.7
false,0.60/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2835,0,3.768,1,1,245,83.7
false,0.60/0.88,g0_1938.tif,9692,163,0.6,60.0,0.3114,0,6.674,1,1,245,83.7
false,0.60/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2949,0,5.461,1,2,245,83.7
false,0.60/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2899,0,4.247,1,2,245,83.7
false,0.60/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.1891,0,5.461,1,2,245,83.7
false,0.60/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.28,0,3.768,1,2,245,83.7
false,0.60/0.88,g0_1938.tif,9692,163,0.6,60.0,0.452,0,6.674,1,2,245,83.7
false,0.50/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2119,0,5.461,0,0,246,83.7
false,0.50/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.3667,0,4.247,0,0,246,83.7
false,0.50/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.4853,0,5.461,0,0,246,83.7
false,0.50/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.255,0,3.768,0,0,246,83.7
false,0.50/0.88,g0_1938.tif,9692,163,0.6,60.0,0.3696,0,6.674,0,0,246,83.7
false,0.50/0.88,g0_1938.tif,9688,138,0.508,50.8,0.2585,0,5.461,1,0,246,83.7
false,0.50/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.1169,0,4.247,1,0,246,83.7
false,0.50/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.1792,0,5.461,1,0,246,83.7
false,0.50/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.0788,0,3.768,1,0,246,83.7
false,0.50/0.88,g0_1938.tif,9692,163,0.6,60.0,0.3093,0,6.674,1,0,246,83.7
false,0.50/0.88,g0_1938.tif,9688,138,0.508,50.8,0.1124,0,5.461,1,1,246,83.7
false,0.50/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2819,0,4.247,1,1,246,83.7
false,0.50/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.2534,0,5.461,1,1,246,83.7
false,0.50/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.152,0,3.768,1,1,246,83.7
false,0.50/0.88,g0_1938.tif,9692,163,0.6,60.0,0.4358,0,6.674,1,1,246,83.7
false,0.50/0.88,g0_1938.tif,9688,138,0.508,50.8,0.311,0,5.461,1,2,246,83.7
false,0.50/0.88,g0_1938.tif,9689,100,0.3681,36.81,0.2633,0,4.247,1,2,246,83.7
false,0.50/0.88,g0_1938.tif,9690,213,0.7841,78.41,0.3566,0,5.461,1,2,246,83.7
false,0.50/0.88,g0_1938.tif,9691,87,0.3203,32.03,0.2671,0,3.768,1,2,246,83.7
false,0.50/0.88,g0_1938.tif,9692,163,0.6,60.0,0.338,0,6.674,1,2,246,83.7
true,0.88/0.88,g0_1951.tif,9753,63,0.2319,23.19,0.0259,0,3.768,0,0,177,78.26
true,0.88/0.88,g0_1951.tif,9754,60,0.2209,22.09,0.0294,0,3.034,0,0,177,78.26
true,0.88/0.88,g0_1951.tif,9755,81,0.2982,29.82,0.0291,0,4.247,0,0,177,78.26
true,0.88/0.88,g0_1951.tif,9756,33,0.1215,12.15,0.001,0,2.825,0,0,177,78.26
true,0.88/0.88,g0_1951.tif,9757,43,0.1583,15.83,0.0013,0,3.034,0,0,177,78.26
true,0.88/0.88,g0_1951.tif,9753,63,0.2319,23.19,0.0907,0,3.768,1,0,177,78.26
