country,chip,parcel_id,full_px,hectares,native_10m_px,best_iou,found
india,g2_1521.tif,7604,54,0.19851,19.85,0.0,0
india,g2_1521.tif,7605,103,0.37863,37.86,0.0,0
india,g2_1521.tif,7606,51,0.18748,18.75,0.0,0
india,g2_1521.tif,7607,42,0.15439,15.44,0.0,0
india,g2_1523.tif,7613,35,0.12866,12.87,0.0,0
india,g2_1523.tif,7614,33,0.12131,12.13,0.0,0
india,g2_1523.tif,7615,40,0.14704,14.7,0.0,0
india,g2_1523.tif,7616,29,0.10661,10.66,0.0,0
india,g2_1523.tif,7617,33,0.12131,12.13,0.0,0
india,g2_1527.tif,7633,525,1.92992,192.99,0.0,0
india,g2_1527.tif,7634,554,2.03652,203.65,0.0,0
india,g2_1527.tif,7635,441,1.62113,162.11,0.0,0
india,g2_1527.tif,7636,513,1.88581,188.58,0.0097,0
india,g2_1527.tif,7637,133,0.48891,48.89,0.0,0
india,g2_1535.tif,7673,56,0.20586,20.59,0.3582,0
india,g2_1535.tif,7674,52,0.19115,19.12,0.0,0
india,g2_1535.tif,7675,173,0.63595,63.6,0.0,0
india,g2_1535.tif,7676,89,0.32717,32.72,0.0224,0
india,g2_1535.tif,7677,58,0.21321,21.32,0.0,0
india,g2_1538.tif,7688,209,0.76829,76.83,0.1261,0
india,g2_1538.tif,7689,208,0.76462,76.46,0.0886,0
india,g2_1538.tif,7690,210,0.77197,77.2,0.0667,0
india,g2_1538.tif,7691,137,0.50362,50.36,0.0,0
india,g2_1538.tif,7692,164,0.60287,60.29,0.0,0
india,g2_1554.tif,7768,66,0.24262,24.26,0.0,0
india,g2_1554.tif,7769,48,0.17645,17.64,0.0,0
india,g2_1554.tif,7770,67,0.24629,24.63,0.0,0
india,g2_1554.tif,7771,33,0.12131,12.13,0.0,0
india,g2_1554.tif,7772,101,0.37128,37.13,0.0,0
india,g2_1557.tif,7783,22,0.08087,8.09,0.0,0
india,g2_1557.tif,7784,41,0.15072,15.07,0.0,0
india,g2_1557.tif,7785,70,0.25732,25.73,0.0,0
india,g2_1557.tif,7786,48,0.17645,17.64,0.0,0
india,g2_1557.tif,7787,59,0.21689,21.69,0.0,0
india,g2_1568.tif,7838,47,0.17277,17.28,0.0,0
india,g2_1568.tif,7839,42,0.15439,15.44,0.0,0
india,g2_1568.tif,7840,51,0.18748,18.75,0.0,0
india,g2_1568.tif,7841,38,0.13969,13.97,0.0,0
india,g2_1568.tif,7842,44,0.16175,16.17,0.0,0
india,g2_1602.tif,8008,28,0.10293,10.29,0.0,0
india,g2_1602.tif,8009,27,0.09925,9.93,0.0,0
india,g2_1602.tif,8010,67,0.24629,24.63,0.0,0
india,g2_1602.tif,8011,91,0.33452,33.45,0.011,0
india,g2_1602.tif,8012,66,0.24262,24.26,0.0,0
india,g2_1604.tif,8018,28,0.10293,10.29,0.0,0
india,g2_1604.tif,8019,15,0.05514,5.51,0.0,0
india,g2_1604.tif,8020,15,0.05514,5.51,0.0,0
india,g2_1604.tif,8021,24,0.08822,8.82,0.0,0
india,g2_1604.tif,8022,42,0.15439,15.44,0.0,0
india,g2_1614.tif,8068,131,0.48156,48.16,0.152,0
india,g2_1614.tif,8069,101,0.37128,37.13,0.1925,0
india,g2_1614.tif,8070,84,0.30879,30.88,0.245,0
india,g2_1614.tif,8071,147,0.54038,54.04,0.3371,0
india,g2_1614.tif,8072,148,0.54405,54.41,0.1667,0
india,g2_1626.tif,8128,66,0.24262,24.26,0.0,0
india,g2_1626.tif,8129,22,0.08087,8.09,0.0,0
india,g2_1626.tif,8130,26,0.09558,9.56,0.0,0
india,g2_1626.tif,8131,47,0.17277,17.28,0.0,0
india,g2_1626.tif,8132,104,0.38231,38.23,0.0,0
india,g2_1638.tif,8188,24,0.08822,8.82,0.4138,0
india,g2_1638.tif,8189,63,0.23159,23.16,0.2222,0
india,g2_1638.tif,8190,132,0.48524,48.52,0.3712,0
india,g2_1638.tif,8191,69,0.25365,25.36,0.2464,0
india,g2_1638.tif,8192,126,0.46318,46.32,0.092,0
india,g2_1646.tif,8228,17,0.06249,6.25,0.0,0
india,g2_1646.tif,8229,45,0.16542,16.54,0.0,0
india,g2_1646.tif,8230,14,0.05146,5.15,0.0,0
india,g2_1646.tif,8231,21,0.0772,7.72,0.0,0
india,g2_1646.tif,8232,22,0.08087,8.09,0.0909,0
india,g2_1659.tif,8293,265,0.97415,97.41,0.0,0
india,g2_1659.tif,8294,68,0.24997,25.0,0.0,0
india,g2_1659.tif,8295,76,0.27938,27.94,0.0,0
india,g2_1659.tif,8296,77,0.28305,28.31,0.0,0
india,g2_1659.tif,8297,76,0.27938,27.94,0.0,0
india,g2_1670.tif,8348,272,0.99988,99.99,0.0,0
india,g2_1670.tif,8349,219,0.80505,80.51,0.0,0
india,g2_1670.tif,8350,255,0.93739,93.74,0.0,0
india,g2_1670.tif,8351,121,0.4448,44.48,0.0,0
india,g2_1670.tif,8352,183,0.67271,67.27,0.0328,0
india,g2_1674.tif,8368,91,0.33452,33.45,0.4945,0
india,g2_1674.tif,8369,157,0.57714,57.71,0.3312,0
india,g2_1674.tif,8370,91,0.33452,33.45,0.3516,0
india,g2_1674.tif,8371,247,0.90798,90.8,0.4291,0
india,g2_1674.tif,8372,244,0.89695,89.7,0.4057,0
india,g2_1676.tif,8379,33,0.12131,12.13,0.0,0
india,g2_1676.tif,8380,52,0.19115,19.12,0.0,0
india,g2_1676.tif,8381,56,0.20586,20.59,0.0,0
india,g2_1676.tif,8382,58,0.21321,21.32,0.0,0
india,g2_1681.tif,8403,188,0.69109,69.11,0.0053,0
india,g2_1681.tif,8404,231,0.84916,84.92,0.1558,0
india,g2_1681.tif,8405,200,0.73521,73.52,0.105,0
india,g2_1681.tif,8406,698,2.56587,256.59,0.0,0
india,g2_1681.tif,8407,308,1.13222,113.22,0.0519,0
india,g2_1688.tif,8438,853,3.13566,313.57,0.6147,1
india,g2_1688.tif,8439,340,1.24985,124.99,0.1618,0
india,g2_1688.tif,8440,1853,6.81169,681.17,0.6568,1
india,g2_1688.tif,8441,867,3.18712,318.71,0.642,1
india,g2_1688.tif,8442,1561,5.73829,573.83,0.7277,1
india,g2_1689.tif,8443,118,0.43377,43.38,0.0,0
india,g2_1689.tif,8444,42,0.15439,15.44,0.0,0
india,g2_1689.tif,8445,129,0.47421,47.42,0.0,0
india,g2_1689.tif,8446,27,0.09925,9.93,0.0,0
india,g2_1689.tif,8447,35,0.12866,12.87,0.0,0
india,g2_1695.tif,8473,109,0.40069,40.07,0.0,0
india,g2_1695.tif,8474,316,1.16163,116.16,0.0,0
india,g2_1695.tif,8475,235,0.86387,86.39,0.0,0
india,g2_1695.tif,8476,349,1.28294,128.29,0.0,0
india,g2_1695.tif,8477,177,0.65066,65.07,0.1517,0
india,g2_1699.tif,8493,72,0.26467,26.47,0.4306,0
india,g2_1699.tif,8494,153,0.56243,56.24,0.2745,0
india,g2_1699.tif,8495,408,1.49982,149.98,0.2181,0
india,g2_1699.tif,8496,92,0.3382,33.82,0.0508,0
india,g2_1699.tif,8497,664,2.44089,244.09,0.3283,0
india,g2_1700.tif,8498,232,0.85284,85.28,0.0,0
india,g2_1700.tif,8499,471,1.73141,173.14,0.0,0
india,g2_1700.tif,8500,209,0.76829,76.83,0.0,0
india,g2_1700.tif,8501,228,0.83814,83.81,0.0,0
india,g2_1700.tif,8502,242,0.8896,88.96,0.0083,0
india,g2_1707.tif,8533,95,0.34922,34.92,0.0,0
india,g2_1707.tif,8534,71,0.261,26.1,0.0,0
india,g2_1707.tif,8535,89,0.32717,32.72,0.0,0
india,g2_1707.tif,8536,33,0.12131,12.13,0.0,0
india,g2_1707.tif,8537,35,0.12866,12.87,0.0,0
india,g2_1722.tif,8608,125,0.4595,45.95,0.0,0
india,g2_1722.tif,8609,115,0.42274,42.27,0.0,0
india,g2_1722.tif,8610,120,0.44112,44.11,0.0,0
india,g2_1722.tif,8611,139,0.51097,51.1,0.0,0
india,g2_1722.tif,8612,155,0.56979,56.98,0.0,0
india,g2_1733.tif,8663,733,2.69453,269.45,0.015,0
india,g2_1733.tif,8664,131,0.48156,48.16,0.0,0
india,g2_1733.tif,8665,473,1.73876,173.88,0.0042,0
india,g2_1733.tif,8666,959,3.52532,352.53,0.1804,0
india,g2_1733.tif,8667,147,0.54038,54.04,0.0,0
india,g2_1737.tif,8683,55,0.20218,20.22,0.0,0
india,g2_1737.tif,8684,61,0.22424,22.42,0.0,0
india,g2_1737.tif,8685,69,0.25365,25.36,0.0,0
india,g2_1737.tif,8686,64,0.23527,23.53,0.0,0
india,g2_1737.tif,8687,77,0.28305,28.31,0.0,0
india,g2_1752.tif,8758,65,0.23894,23.89,0.0,0
india,g2_1752.tif,8759,58,0.21321,21.32,0.0,0
india,g2_1752.tif,8760,67,0.24629,24.63,0.0,0
india,g2_1752.tif,8761,59,0.21689,21.69,0.0,0
india,g2_1752.tif,8762,93,0.34187,34.19,0.0,0
india,g2_1759.tif,8793,52,0.19115,19.12,0.0,0
india,g2_1759.tif,8794,46,0.1691,16.91,0.0,0
india,g2_1759.tif,8795,54,0.19851,19.85,0.0,0
india,g2_1759.tif,8796,46,0.1691,16.91,0.0,0
india,g2_1759.tif,8797,107,0.39334,39.33,0.0,0
india,g2_1766.tif,8828,93,0.34187,34.19,0.0,0
india,g2_1766.tif,8829,67,0.24629,24.63,0.0,0
india,g2_1766.tif,8830,83,0.30511,30.51,0.0,0
india,g2_1766.tif,8831,124,0.45583,45.58,0.0,0
india,g2_1766.tif,8832,77,0.28305,28.31,0.0,0
india,g2_1769.tif,8843,65,0.23894,23.89,0.0,0
india,g2_1769.tif,8844,91,0.33452,33.45,0.0,0
india,g2_1769.tif,8845,70,0.25732,25.73,0.0,0
india,g2_1769.tif,8846,96,0.3529,35.29,0.0,0
india,g2_1769.tif,8847,113,0.41539,41.54,0.0,0
india,g2_1771.tif,8853,392,1.44101,144.1,0.0255,0
india,g2_1771.tif,8854,202,0.74256,74.26,0.0,0
india,g2_1771.tif,8855,160,0.58817,58.82,0.0,0
india,g2_1771.tif,8856,327,1.20206,120.21,0.0,0
india,g2_1771.tif,8857,133,0.48891,48.89,0.0,0
india,g2_1800.tif,8998,173,0.63595,63.6,0.0,0
india,g2_1800.tif,8999,122,0.44848,44.85,0.0,0
india,g2_1800.tif,9000,101,0.37128,37.13,0.0198,0
india,g2_1800.tif,9001,64,0.23527,23.53,0.0,0
india,g2_1800.tif,9002,77,0.28305,28.31,0.0,0
india,g2_1823.tif,9113,568,2.08799,208.8,0.1039,0
india,g2_1823.tif,9114,239,0.87857,87.86,0.4393,0
india,g2_1823.tif,9115,411,1.51085,151.09,0.146,0
india,g2_1823.tif,9116,130,0.47788,47.79,0.5385,1
india,g2_1823.tif,9117,455,1.6726,167.26,0.3165,0
india,g2_1844.tif,9218,37,0.13601,13.6,0.1345,0
india,g2_1844.tif,9219,39,0.14337,14.34,0.12,0
india,g2_1844.tif,9220,49,0.18013,18.01,0.1319,0
india,g2_1844.tif,9221,49,0.18013,18.01,0.0899,0
india,g2_1844.tif,9222,62,0.22791,22.79,0.1289,0
india,g2_1852.tif,9258,74,0.27203,27.2,0.3297,0
india,g2_1852.tif,9259,40,0.14704,14.7,0.0,0
india,g2_1852.tif,9260,28,0.10293,10.29,0.0,0
india,g2_1852.tif,9261,46,0.1691,16.91,0.0,0
india,g2_1852.tif,9262,44,0.16175,16.17,0.0,0
india,g2_1856.tif,9278,24,0.08822,8.82,0.0,0
india,g2_1856.tif,9279,8,0.02941,2.94,0.0,0
india,g2_1856.tif,9280,11,0.04044,4.04,0.0,0
india,g2_1856.tif,9281,12,0.04411,4.41,0.0,0
india,g2_1856.tif,9282,21,0.0772,7.72,0.0,0
india,g2_1867.tif,9333,275,1.01091,101.09,0.0036,0
india,g2_1867.tif,9334,73,0.26835,26.84,0.0,0
india,g2_1867.tif,9335,142,0.522,52.2,0.0,0
india,g2_1867.tif,9336,141,0.51832,51.83,0.0,0
india,g2_1867.tif,9337,542,1.99241,199.24,0.0,0
india,g2_1878.tif,9388,125,0.4595,45.95,0.0,0
india,g2_1878.tif,9389,130,0.47788,47.79,0.0,0
india,g2_1878.tif,9390,137,0.50362,50.36,0.0,0
india,g2_1878.tif,9391,48,0.17645,17.64,0.0,0
india,g2_1878.tif,9392,29,0.10661,10.66,0.0,0
india,g2_1881.tif,9403,59,0.21689,21.69,0.0,0
india,g2_1881.tif,9404,109,0.40069,40.07,0.0,0
india,g2_1881.tif,9405,57,0.20953,20.95,0.0,0
india,g2_1881.tif,9406,121,0.4448,44.48,0.0,0
india,g2_1881.tif,9407,83,0.30511,30.51,0.0,0
india,g2_1883.tif,9413,554,2.03652,203.65,0.0325,0
india,g2_1883.tif,9414,116,0.42642,42.64,0.0,0
india,g2_1883.tif,9415,163,0.59919,59.92,0.0,0
india,g2_1883.tif,9416,152,0.55876,55.88,0.0,0
india,g2_1883.tif,9417,325,1.19471,119.47,0.0431,0
india,g2_1884.tif,9418,106,0.38966,38.97,0.0,0
india,g2_1884.tif,9419,117,0.4301,43.01,0.0,0
india,g2_1884.tif,9420,137,0.50362,50.36,0.0,0
india,g2_1884.tif,9421,249,0.91533,91.53,0.0,0
india,g2_1884.tif,9422,119,0.43745,43.74,0.0,0
india,g2_1889.tif,9443,184,0.67639,67.64,0.0652,0
india,g2_1889.tif,9444,39,0.14337,14.34,0.0,0
india,g2_1889.tif,9445,24,0.08822,8.82,0.0,0
india,g2_1889.tif,9446,52,0.19115,19.12,0.0,0
india,g2_1889.tif,9447,338,1.2425,124.25,0.0089,0
india,g2_1898.tif,9488,549,2.01814,201.81,0.0619,0
india,g2_1898.tif,9489,82,0.30143,30.14,0.2905,0
india,g2_1898.tif,9490,574,2.11004,211.0,0.169,0
india,g2_1898.tif,9491,148,0.54405,54.41,0.1344,0
india,g2_1898.tif,9492,91,0.33452,33.45,0.25,0
india,g2_1899.tif,9493,96,0.3529,35.29,0.2396,0
india,g2_1899.tif,9494,95,0.34922,34.92,0.1058,0
india,g2_1899.tif,9495,83,0.30511,30.51,0.0957,0
india,g2_1899.tif,9496,105,0.38598,38.6,0.3629,0
india,g2_1899.tif,9497,64,0.23527,23.53,0.1743,0
india,g2_1910.tif,9548,67,0.24629,24.63,0.0,0
india,g2_1910.tif,9549,47,0.17277,17.28,0.0,0
india,g2_1910.tif,9550,42,0.15439,15.44,0.0,0
india,g2_1910.tif,9551,38,0.13969,13.97,0.0,0
india,g2_1910.tif,9552,40,0.14704,14.7,0.0,0
india,g2_1928.tif,9638,34,0.12499,12.5,0.0,0
india,g2_1928.tif,9639,44,0.16175,16.17,0.0,0
india,g2_1928.tif,9640,77,0.28305,28.31,0.0,0
india,g2_1928.tif,9641,63,0.23159,23.16,0.0,0
india,g2_1928.tif,9642,62,0.22791,22.79,0.0,0
india,g2_1930.tif,9648,61,0.22424,22.42,0.0656,0
india,g2_1930.tif,9649,60,0.22056,22.06,0.0938,0
india,g2_1930.tif,9650,57,0.20953,20.95,0.0635,0
india,g2_1930.tif,9651,102,0.37496,37.5,0.2364,0
india,g2_1930.tif,9652,127,0.46686,46.69,0.355,0
india,g2_1940.tif,9698,439,1.61378,161.38,0.0251,0
india,g2_1940.tif,9699,573,2.10637,210.64,0.0558,0
india,g2_1940.tif,9700,336,1.23515,123.51,0.0,0
india,g2_1940.tif,9701,397,1.45939,145.94,0.0,0
india,g2_1940.tif,9702,743,2.73129,273.13,0.0,0
india,g2_1982.tif,9908,55,0.20218,20.22,0.0,0
india,g2_1982.tif,9909,122,0.44848,44.85,0.0,0
india,g2_1982.tif,9910,261,0.95945,95.94,0.0,0
india,g2_1982.tif,9911,136,0.49994,49.99,0.0,0
india,g2_1982.tif,9912,81,0.29776,29.78,0.0,0
india,g3_0020.tif,100,38,0.13969,13.97,0.0,0
india,g3_0020.tif,101,19,0.06984,6.98,0.0,0
india,g3_0020.tif,102,27,0.09925,9.93,0.0,0
india,g3_0020.tif,103,28,0.10293,10.29,0.0,0
india,g3_0020.tif,104,37,0.13601,13.6,0.0,0
india,g3_0079.tif,395,18,0.06617,6.62,0.0,0
india,g3_0079.tif,396,31,0.11396,11.4,0.0,0
india,g3_0079.tif,397,17,0.06249,6.25,0.0,0
india,g3_0079.tif,398,19,0.06984,6.98,0.0,0
india,g3_0079.tif,399,28,0.10293,10.29,0.0,0
india,g3_0096.tif,480,58,0.21321,21.32,0.0,0
india,g3_0096.tif,481,63,0.23159,23.16,0.0,0
india,g3_0096.tif,482,59,0.21689,21.69,0.0,0
india,g3_0096.tif,483,84,0.30879,30.88,0.0,0
india,g3_0096.tif,484,64,0.23527,23.53,0.0,0
india,g3_0119.tif,595,52,0.19115,19.12,0.0,0
india,g3_0119.tif,596,94,0.34555,34.55,0.0,0
india,g3_0119.tif,597,106,0.38966,38.97,0.0,0
india,g3_0119.tif,598,48,0.17645,17.64,0.0,0
india,g3_0119.tif,599,47,0.17277,17.28,0.0,0
india,g3_0158.tif,791,35,0.12866,12.87,0.0,0
india,g3_0158.tif,792,23,0.08455,8.45,0.0,0
india,g3_0158.tif,793,49,0.18013,18.01,0.0,0
india,g3_0158.tif,794,11,0.04044,4.04,0.0,0
india,g3_0158.tif,795,23,0.08455,8.45,0.0,0
india,g3_0284.tif,1421,66,0.24262,24.26,0.2121,0
india,g3_0284.tif,1422,88,0.32349,32.35,0.0059,0
india,g3_0284.tif,1423,89,0.32717,32.72,0.0787,0
india,g3_0284.tif,1424,71,0.261,26.1,0.169,0
india,g3_0284.tif,1425,71,0.261,26.1,0.2394,0
india,g3_0312.tif,1561,51,0.18748,18.75,0.0,0
india,g3_0312.tif,1562,68,0.24997,25.0,0.0,0
india,g3_0312.tif,1563,70,0.25732,25.73,0.0,0
india,g3_0312.tif,1564,79,0.29041,29.04,0.0,0
india,g3_0312.tif,1565,42,0.15439,15.44,0.0,0
india,g3_0397.tif,1986,127,0.46686,46.69,0.0,0
india,g3_0397.tif,1987,40,0.14704,14.7,0.0,0
india,g3_0397.tif,1988,106,0.38966,38.97,0.0,0
india,g3_0397.tif,1989,70,0.25732,25.73,0.0,0
india,g3_0397.tif,1990,70,0.25732,25.73,0.0,0
india,g3_0403.tif,2016,26,0.09558,9.56,0.0,0
india,g3_0403.tif,2017,19,0.06984,6.98,0.0,0
india,g3_0403.tif,2018,21,0.0772,7.72,0.0,0
india,g3_0403.tif,2019,23,0.08455,8.45,0.0,0
india,g3_0403.tif,2020,40,0.14704,14.7,0.0,0
india,g3_0492.tif,2461,13,0.04779,4.78,0.0,0
india,g3_0492.tif,2462,13,0.04779,4.78,0.0,0
india,g3_0492.tif,2463,15,0.05514,5.51,0.0,0
india,g3_0492.tif,2464,11,0.04044,4.04,0.0,0
india,g3_0492.tif,2465,30,0.11028,11.03,0.0,0
india,g3_0519.tif,2596,31,0.11396,11.4,0.0,0
india,g3_0519.tif,2597,30,0.11028,11.03,0.0,0
india,g3_0519.tif,2598,17,0.06249,6.25,0.0,0
india,g3_0519.tif,2599,37,0.13601,13.6,0.0,0
india,g3_0519.tif,2600,17,0.06249,6.25,0.0,0
india,g3_0551.tif,2756,112,0.41172,41.17,0.0,0
india,g3_0551.tif,2757,64,0.23527,23.53,0.0,0
india,g3_0551.tif,2758,104,0.38231,38.23,0.0,0
india,g3_0551.tif,2759,81,0.29776,29.78,0.0,0
india,g3_0551.tif,2760,52,0.19115,19.12,0.1235,0
india,g3_0583.tif,2916,28,0.10293,10.29,0.0,0
india,g3_0583.tif,2917,28,0.10293,10.29,0.0,0
india,g3_0583.tif,2918,51,0.18748,18.75,0.0189,0
india,g3_0583.tif,2919,55,0.20218,20.22,0.0,0
india,g3_0583.tif,2920,60,0.22056,22.06,0.0,0
india,g3_0610.tif,3052,28,0.10293,10.29,0.0,0
india,g3_0610.tif,3053,22,0.08087,8.09,0.0,0
india,g3_0610.tif,3054,23,0.08455,8.45,0.0,0
india,g3_0610.tif,3055,34,0.12499,12.5,0.0,0
india,g3_0610.tif,3056,35,0.12866,12.87,0.0,0
india,g3_0672.tif,3362,32,0.11763,11.76,0.0,0
india,g3_0672.tif,3363,47,0.17277,17.28,0.0,0
india,g3_0672.tif,3364,57,0.20953,20.95,0.0,0
india,g3_0672.tif,3365,76,0.27938,27.94,0.0,0
india,g3_0672.tif,3366,44,0.16175,16.17,0.0,0
india,g3_0688.tif,3442,23,0.08455,8.45,0.0,0
india,g3_0688.tif,3443,30,0.11028,11.03,0.0,0
india,g3_0688.tif,3444,20,0.07352,7.35,0.0,0
india,g3_0688.tif,3445,16,0.05882,5.88,0.0,0
india,g3_0688.tif,3446,12,0.04411,4.41,0.0,0
india,g3_0713.tif,3567,39,0.14337,14.34,0.0,0
india,g3_0713.tif,3568,61,0.22424,22.42,0.0,0
india,g3_0713.tif,3569,41,0.15072,15.07,0.0,0
india,g3_0713.tif,3570,32,0.11763,11.76,0.0,0
india,g3_0713.tif,3571,16,0.05882,5.88,0.0,0
india,g3_0741.tif,3707,39,0.14337,14.34,0.0,0
india,g3_0741.tif,3708,33,0.12131,12.13,0.0,0
india,g3_0741.tif,3709,61,0.22424,22.42,0.0,0
india,g3_0741.tif,3710,48,0.17645,17.64,0.0,0
india,g3_0741.tif,3711,54,0.19851,19.85,0.0,0
india,g3_0781.tif,3907,41,0.15072,15.07,0.0,0
india,g3_0781.tif,3908,115,0.42274,42.27,0.0,0
india,g3_0781.tif,3909,70,0.25732,25.73,0.0,0
india,g3_0781.tif,3910,26,0.09558,9.56,0.0,0
india,g3_0781.tif,3911,34,0.12499,12.5,0.0,0
india,g3_0783.tif,3917,82,0.30143,30.14,0.0,0
india,g3_0783.tif,3918,73,0.26835,26.84,0.0649,0
india,g3_0783.tif,3919,71,0.261,26.1,0.0,0
india,g3_0783.tif,3920,105,0.38598,38.6,0.0,0
india,g3_0783.tif,3921,162,0.59552,59.55,0.0675,0
india,g3_0926.tif,4627,37,0.13601,13.6,0.0,0
india,g3_0926.tif,4628,26,0.09558,9.56,0.0,0
india,g3_0926.tif,4629,12,0.04411,4.41,0.0,0
india,g3_0926.tif,4630,38,0.13969,13.97,0.0,0
india,g3_0926.tif,4631,37,0.13601,13.6,0.0,0
india,g3_0955.tif,4772,28,0.10293,10.29,0.0,0
india,g3_0955.tif,4773,37,0.13601,13.6,0.0,0
india,g3_0955.tif,4774,35,0.12866,12.87,0.0833,0
india,g3_0955.tif,4775,67,0.24629,24.63,0.0448,0
india,g3_0955.tif,4776,104,0.38231,38.23,0.0,0
india,g3_1003.tif,5012,35,0.12866,12.87,0.0,0
india,g3_1003.tif,5013,22,0.08087,8.09,0.0,0
india,g3_1003.tif,5014,31,0.11396,11.4,0.0,0
india,g3_1003.tif,5015,30,0.11028,11.03,0.0,0
india,g3_1003.tif,5016,35,0.12866,12.87,0.0,0
india,g3_1098.tif,5487,10,0.03676,3.68,0.0,0
india,g3_1098.tif,5488,19,0.06984,6.98,0.0,0
india,g3_1174.tif,5867,9,0.03308,3.31,0.0,0
india,g3_1174.tif,5868,6,0.02206,2.21,0.0,0
india,g3_1174.tif,5869,8,0.02941,2.94,0.0,0
india,g3_1174.tif,5870,9,0.03308,3.31,0.0,0
india,g3_1174.tif,5871,7,0.02573,2.57,0.0,0
india,g3_1318.tif,6587,31,0.11396,11.4,0.0,0
india,g3_1318.tif,6588,27,0.09925,9.93,0.0,0
india,g3_1318.tif,6589,32,0.11763,11.76,0.0,0
india,g3_1318.tif,6590,15,0.05514,5.51,0.0,0
india,g3_1318.tif,6591,19,0.06984,6.98,0.0,0
india,g3_1347.tif,6732,48,0.17645,17.64,0.0,0
india,g3_1347.tif,6733,38,0.13969,13.97,0.1053,0
india,g3_1347.tif,6734,63,0.23159,23.16,0.2063,0
india,g3_1347.tif,6735,24,0.08822,8.82,0.0,0
india,g3_1347.tif,6736,64,0.23527,23.53,0.0,0
india,g3_1351.tif,6752,44,0.16175,16.17,0.0,0
india,g3_1351.tif,6753,21,0.0772,7.72,0.0,0
india,g3_1351.tif,6754,19,0.06984,6.98,0.0,0
india,g3_1351.tif,6755,18,0.06617,6.62,0.0,0
india,g3_1351.tif,6756,28,0.10293,10.29,0.0,0
india,g3_1440.tif,7198,74,0.27203,27.2,0.0,0
india,g3_1440.tif,7199,61,0.22424,22.42,0.0,0
india,g3_1440.tif,7200,100,0.3676,36.76,0.0,0
india,g3_1440.tif,7201,61,0.22424,22.42,0.0,0
india,g3_1440.tif,7202,56,0.20586,20.59,0.0,0
india,g3_1487.tif,7433,40,0.14704,14.7,0.0,0
india,g3_1487.tif,7434,26,0.09558,9.56,0.0,0
india,g3_1487.tif,7435,22,0.08087,8.09,0.0,0
india,g3_1487.tif,7436,45,0.16542,16.54,0.0,0
india,g3_1487.tif,7437,32,0.11763,11.76,0.0,0
india,g3_1515.tif,7573,91,0.33452,33.45,0.0549,0
india,g3_1515.tif,7574,95,0.34922,34.92,0.0,0
india,g3_1515.tif,7575,136,0.49994,49.99,0.0074,0
india,g3_1515.tif,7576,32,0.11763,11.76,0.0,0
india,g3_1515.tif,7577,37,0.13601,13.6,0.0,0
india,g3_1748.tif,8738,48,0.17645,17.64,0.0,0
india,g3_1748.tif,8739,34,0.12499,12.5,0.0,0
india,g3_1748.tif,8740,41,0.15072,15.07,0.0,0
india,g3_1748.tif,8741,55,0.20218,20.22,0.0,0
india,g3_1748.tif,8742,59,0.21689,21.69,0.0,0
india,g3_1770.tif,8848,27,0.09925,9.93,0.0,0
india,g3_1770.tif,8849,37,0.13601,13.6,0.0,0
india,g3_1770.tif,8850,29,0.10661,10.66,0.0,0
india,g3_1770.tif,8851,39,0.14337,14.34,0.0,0
india,g3_1770.tif,8852,51,0.18748,18.75,0.0,0
india,g3_1785.tif,8923,20,0.07352,7.35,0.0,0
india,g3_1785.tif,8924,72,0.26467,26.47,0.0,0
india,g3_1785.tif,8925,20,0.07352,7.35,0.0,0
india,g3_1785.tif,8926,30,0.11028,11.03,0.0,0
india,g3_1785.tif,8927,63,0.23159,23.16,0.0,0
india,g3_1836.tif,9178,16,0.05882,5.88,0.0,0
india,g3_1836.tif,9179,17,0.06249,6.25,0.0,0
india,g3_1836.tif,9180,15,0.05514,5.51,0.0,0
india,g3_1836.tif,9181,12,0.04411,4.41,0.0,0
india,g3_1836.tif,9182,33,0.12131,12.13,0.0,0
india,g3_1854.tif,9268,31,0.11396,11.4,0.0,0
india,g3_1854.tif,9269,39,0.14337,14.34,0.0,0
india,g3_1854.tif,9270,20,0.07352,7.35,0.0,0
india,g3_1854.tif,9271,34,0.12499,12.5,0.2647,0
india,g3_1854.tif,9272,21,0.0772,7.72,0.0,0
india,g3_1911.tif,9553,40,0.14704,14.7,0.0,0
india,g3_1911.tif,9554,72,0.26467,26.47,0.0,0
india,g3_1911.tif,9555,40,0.14704,14.7,0.0,0
india,g3_1911.tif,9556,27,0.09925,9.93,0.0,0
india,g3_1911.tif,9557,20,0.07352,7.35,0.0,0
india,g3_1925.tif,9623,11,0.04044,4.04,0.0,0
india,g3_1925.tif,9624,12,0.04411,4.41,0.0,0
india,g3_1925.tif,9625,23,0.08455,8.45,0.0,0
india,g3_1925.tif,9627,31,0.11396,11.4,0.0,0
india,g3_1964.tif,9818,51,0.18748,18.75,0.0,0
india,g3_1964.tif,9819,39,0.14337,14.34,0.0,0
india,g3_1964.tif,9820,59,0.21689,21.69,0.0,0
india,g3_1964.tif,9821,99,0.36393,36.39,0.0202,0
india,g3_1964.tif,9822,90,0.33084,33.08,0.0435,0
