country,chip,parcel_id,full_px,hectares,native_10m_px,best_iou,found,width_native_px
india,g0_0629.tif,3148,49,0.1804,18.04,0.0808,0,3.231
india,g0_0629.tif,3149,32,0.1178,11.78,0.1159,0,2.825
india,g0_0629.tif,3150,33,0.1215,12.15,0.0615,0,2.825
india,g0_0629.tif,3151,64,0.2356,23.56,0.0642,0,3.034
india,g0_0633.tif,3167,65,0.2393,23.93,0.076,0,4.247
india,g0_0633.tif,3168,165,0.6074,60.74,0.1854,0,5.461
india,g0_0633.tif,3169,540,1.9879,198.79,0.3072,0,11.588
india,g0_0633.tif,3170,145,0.5338,53.38,0.1442,0,4.247
india,g0_0633.tif,3171,90,0.3313,33.13,0.0788,0,4.247
india,g0_0650.tif,3252,35,0.1288,12.88,0.0526,0,2.825
india,g0_0650.tif,3253,28,0.1031,10.31,0.0462,0,2.107
india,g0_0650.tif,3254,46,0.1693,16.93,0.0467,0,3.034
india,g0_0650.tif,3255,44,0.162,16.2,0.0984,0,3.231
india,g0_0650.tif,3256,50,0.1841,18.41,0.0681,0,3.231
india,g0_0696.tif,3482,37,0.1362,13.62,0.2041,0,3.034
india,g0_0696.tif,3483,48,0.1767,17.67,0.1677,0,3.231
india,g0_0696.tif,3484,10,0.0368,3.68,0.049,0,1.109
india,g0_0696.tif,3485,45,0.1657,16.57,0.3121,0,3.034
india,g0_0696.tif,3486,23,0.0847,8.47,0.156,0,1.82
india,g0_0705.tif,3527,28,0.1031,10.31,0.0647,0,2.107
india,g0_0705.tif,3528,18,0.0663,6.63,0.0395,0,1.82
india,g0_0705.tif,3529,31,0.1141,11.41,0.5,1,2.825
india,g0_0705.tif,3530,31,0.1141,11.41,0.0326,0,1.82
india,g0_0705.tif,3531,21,0.0773,7.73,0.0408,0,1.82
india,g0_0710.tif,3552,49,0.1804,18.04,0.0635,0,3.034
india,g0_0710.tif,3553,36,0.1325,13.25,0.0499,0,3.034
india,g0_0710.tif,3554,29,0.1068,10.68,0.3387,0,2.825
india,g0_0710.tif,3555,45,0.1657,16.57,0.0922,0,3.034
india,g0_0710.tif,3556,41,0.1509,15.09,0.072,0,3.034
india,g0_0724.tif,3622,72,0.2651,26.51,0.2372,0,4.247
india,g0_0724.tif,3623,82,0.3019,30.19,0.1745,0,5.461
india,g0_0724.tif,3624,69,0.254,25.4,0.281,0,4.247
india,g0_0724.tif,3625,82,0.3019,30.19,0.2189,0,4.397
india,g0_0724.tif,3626,108,0.3976,39.76,0.2017,0,4.247
india,g0_0737.tif,3687,297,1.0933,109.33,0.0558,0,7.533
india,g0_0737.tif,3688,215,0.7915,79.15,0.0311,0,4.82
india,g0_0737.tif,3689,181,0.6663,66.63,0.0967,0,4.82
india,g0_0737.tif,3690,278,1.0234,102.34,0.1738,0,5.928
india,g0_0737.tif,3691,274,1.0087,100.87,0.1516,0,5.928
india,g0_0773.tif,3867,374,1.3768,137.68,0.6497,1,10.315
india,g0_0773.tif,3868,433,1.594,159.4,0.4249,0,11.528
india,g0_0773.tif,3869,193,0.7105,71.05,0.466,0,6.674
india,g0_0773.tif,3870,162,0.5964,59.64,0.3333,0,5.581
india,g0_0773.tif,3871,285,1.0492,104.92,0.4444,0,7.533
india,g0_0792.tif,3957,66,0.243,24.3,0.0736,0,4.247
india,g0_0792.tif,3958,39,0.1436,14.36,0.1111,0,3.034
india,g0_0792.tif,3959,39,0.1436,14.36,0.1143,0,3.034
india,g0_0792.tif,3960,50,0.1841,18.41,0.1449,0,3.231
india,g0_0792.tif,3961,46,0.1693,16.93,0.1476,0,3.034
india,g0_0803.tif,4012,34,0.1252,12.52,0.0491,0,2.107
india,g0_0803.tif,4013,46,0.1693,16.93,0.0822,0,3.034
india,g0_0803.tif,4014,40,0.1473,14.73,0.064,0,3.034
india,g0_0803.tif,4015,46,0.1693,16.93,0.1216,0,3.034
india,g0_0803.tif,4016,46,0.1693,16.93,0.0647,0,3.768
india,g0_0807.tif,4032,37,0.1362,13.62,0.1854,0,2.825
india,g0_0807.tif,4033,18,0.0663,6.63,0.1034,0,1.109
india,g0_0807.tif,4034,28,0.1031,10.31,0.1348,0,2.107
india,g0_0807.tif,4035,18,0.0663,6.63,0.0085,0,1.82
india,g0_0807.tif,4036,21,0.0773,7.73,0.0106,0,2.107
india,g0_0808.tif,4037,356,1.3105,131.05,0.6056,1,7.888
india,g0_0808.tif,4038,233,0.8577,85.77,0.0557,0,6.674
india,g0_0808.tif,4039,240,0.8835,88.35,0.0621,0,6.469
india,g0_0808.tif,4040,195,0.7178,71.78,0.0752,0,6.775
india,g0_0808.tif,4041,128,0.4712,47.12,0.0419,0,5.928
india,g0_0879.tif,4392,183,0.6737,67.37,0.0242,0,5.461
india,g0_0879.tif,4393,382,1.4062,140.62,0.3848,0,10.581
india,g0_0879.tif,4394,339,1.248,124.8,0.0273,0,7.888
india,g0_0879.tif,4395,170,0.6258,62.58,0.0172,0,4.247
india,g0_0879.tif,4396,380,1.3989,139.89,0.4809,0,9.101
india,g0_0943.tif,4712,147,0.5411,54.11,0.1517,0,5.461
india,g0_0943.tif,4713,69,0.254,25.4,0.0932,0,3.231
india,g0_0943.tif,4714,144,0.5301,53.01,0.2059,0,6.674
india,g0_0943.tif,4715,239,0.8798,87.98,0.1873,0,4.82
india,g0_0943.tif,4716,147,0.5411,54.11,0.0796,0,5.461
india,g0_0957.tif,4782,160,0.589,58.9,0.0817,0,5.461
india,g0_0957.tif,4783,128,0.4712,47.12,0.0932,0,3.768
india,g0_0957.tif,4784,183,0.6737,67.37,0.151,0,5.461
india,g0_0957.tif,4785,202,0.7436,74.36,0.1594,0,5.928
india,g0_0957.tif,4786,141,0.5191,51.91,0.0821,0,3.768
india,g0_0979.tif,4892,210,0.7731,77.31,0.1177,0,7.888
india,g0_0979.tif,4893,179,0.6589,65.89,0.0908,0,6.674
india,g0_0979.tif,4894,316,1.1633,116.33,0.0718,0,8.227
india,g0_0979.tif,4895,216,0.7952,79.52,0.1563,0,7.888
india,g0_0979.tif,4896,174,0.6405,64.05,0.1538,0,6.674
india,g0_1005.tif,5022,208,0.7657,76.57,0.1752,0,6.775
india,g0_1005.tif,5023,238,0.8761,87.61,0.1481,0,7.068
india,g0_1005.tif,5024,313,1.1522,115.22,0.3994,0,9.4
india,g0_1005.tif,5025,315,1.1596,115.96,0.2298,0,10.315
india,g0_1005.tif,5026,327,1.2038,120.38,0.4104,0,10.315
india,g0_1180.tif,5897,317,1.167,116.7,0.1997,0,5.461
india,g0_1180.tif,5898,264,0.9719,97.19,0.3485,0,5.581
india,g0_1180.tif,5899,177,0.6516,65.16,0.1416,0,6.674
india,g0_1180.tif,5900,862,3.1733,317.33,0.3765,0,16.382
india,g0_1180.tif,5901,848,3.1217,312.17,0.4538,0,14.743
india,g0_1210.tif,6047,88,0.324,32.4,0.0872,0,4.82
india,g0_1210.tif,6048,39,0.1436,14.36,0.0376,0,2.107
india,g0_1210.tif,6049,48,0.1767,17.67,0.0363,0,3.768
india,g0_1210.tif,6050,123,0.4528,45.28,0.0501,0,4.542
india,g0_1210.tif,6051,57,0.2098,20.98,0.0507,0,3.231
india,g0_1234.tif,6167,167,0.6148,61.48,0.1543,0,3.768
india,g0_1234.tif,6168,147,0.5411,54.11,0.1094,0,3.231
india,g0_1234.tif,6169,105,0.3865,38.65,0.0991,0,2.825
india,g0_1234.tif,6170,101,0.3718,37.18,0.2323,0,3.768
india,g0_1234.tif,6171,229,0.843,84.3,0.0795,0,8.144
india,g0_1243.tif,6212,262,0.9645,96.45,0.201,0,4.247
india,g0_1243.tif,6213,315,1.1596,115.96,0.213,0,6.469
india,g0_1243.tif,6214,217,0.7988,79.88,0.1066,0,7.068
india,g0_1243.tif,6215,78,0.2871,28.71,0.0636,0,2.825
india,g0_1243.tif,6216,56,0.2062,20.62,0.0457,0,1.82
india,g0_1245.tif,6222,18,0.0663,6.63,0.0272,0,1.82
india,g0_1245.tif,6223,21,0.0773,7.73,0.0208,0,1.82
india,g0_1245.tif,6224,22,0.081,8.1,0.0288,0,1.82
india,g0_1245.tif,6225,16,0.0589,5.89,0.0209,0,1.82
india,g0_1245.tif,6226,24,0.0884,8.84,0.0314,0,2.825
india,g0_1263.tif,6312,98,0.3608,36.08,0.3939,0,3.768
india,g0_1263.tif,6313,121,0.4454,44.54,0.0697,0,4.397
india,g0_1263.tif,6314,145,0.5338,53.38,0.0877,0,5.928
india,g0_1263.tif,6315,214,0.7878,78.78,0.0725,0,5.461
india,g0_1263.tif,6316,205,0.7547,75.47,0.6679,1,6.469
india,g0_1316.tif,6577,43,0.1583,15.83,0.0923,0,3.034
india,g0_1316.tif,6578,28,0.1031,10.31,0.0299,0,1.82
india,g0_1316.tif,6579,32,0.1178,11.78,0.065,0,1.82
india,g0_1316.tif,6580,82,0.3019,30.19,0.5077,1,4.247
india,g0_1316.tif,6581,38,0.1399,13.99,0.0769,0,1.82
india,g0_1343.tif,6712,182,0.67,67.0,0.6526,1,5.461
india,g0_1343.tif,6713,344,1.2664,126.64,0.5513,1,9.101
india,g0_1343.tif,6714,340,1.2516,125.16,0.343,0,10.315
india,g0_1343.tif,6715,482,1.7744,177.44,0.5228,1,12.062
india,g0_1343.tif,6716,616,2.2677,226.77,0.6591,1,11.528
india,g0_1367.tif,6832,71,0.2614,26.14,0.0094,0,4.247
india,g0_1367.tif,6833,76,0.2798,27.98,0.0087,0,4.397
india,g0_1367.tif,6834,157,0.578,57.8,0.014,0,5.581
india,g0_1367.tif,6835,107,0.3939,39.39,0.0124,0,3.768
india,g0_1367.tif,6836,82,0.3019,30.19,0.0079,0,3.034
india,g0_1399.tif,6993,331,1.2185,121.85,0.3652,0,8.635
india,g0_1399.tif,6994,219,0.8062,80.62,0.1623,0,5.928
india,g0_1399.tif,6995,214,0.7878,78.78,0.0548,0,6.674
india,g0_1399.tif,6996,192,0.7068,70.68,0.0534,0,5.461
india,g0_1399.tif,6997,418,1.5388,153.88,0.3991,0,9.761
india,g0_1402.tif,7008,161,0.5927,59.27,0.3304,0,6.674
india,g0_1402.tif,7009,110,0.4049,40.49,0.5727,1,4.247
india,g0_1402.tif,7010,89,0.3276,32.76,0.3475,0,3.034
india,g0_1402.tif,7011,106,0.3902,39.02,0.5097,1,3.768
india,g0_1402.tif,7012,215,0.7915,79.15,0.4698,0,7.888
india,g0_1460.tif,7298,115,0.4233,42.33,0.3981,0,4.247
india,g0_1460.tif,7299,98,0.3608,36.08,0.1435,0,3.231
india,g0_1460.tif,7300,118,0.4344,43.44,0.1412,0,4.247
india,g0_1460.tif,7301,101,0.3718,37.18,0.2139,0,3.034
india,g0_1460.tif,7302,202,0.7436,74.36,0.2228,0,6.674
india,g0_1489.tif,7443,147,0.5411,54.11,0.0765,0,4.82
india,g0_1489.tif,7444,194,0.7142,71.42,0.1301,0,6.674
india,g0_1489.tif,7445,257,0.9461,94.61,0.1403,0,7.888
india,g0_1489.tif,7446,255,0.9387,93.87,0.4729,0,5.461
india,g0_1489.tif,7447,184,0.6774,67.74,0.2743,0,5.581
india,g0_1494.tif,7468,130,0.4786,47.86,0.0934,0,5.461
india,g0_1494.tif,7469,227,0.8357,83.57,0.4161,0,7.888
india,g0_1494.tif,7470,91,0.335,33.5,0.3172,0,5.461
india,g0_1494.tif,7471,257,0.9461,94.61,0.4134,0,8.871
india,g0_1494.tif,7472,382,1.4062,140.62,0.5025,1,7.888
india,g0_1504.tif,7518,48,0.1767,17.67,0.5085,1,3.034
india,g0_1504.tif,7519,76,0.2798,27.98,0.1165,0,4.247
india,g0_1504.tif,7520,79,0.2908,29.08,0.2635,0,4.82
india,g0_1504.tif,7521,36,0.1325,13.25,0.0714,0,3.034
india,g0_1504.tif,7522,43,0.1583,15.83,0.0569,0,3.034
india,g0_1507.tif,7533,23,0.0847,8.47,0.0287,0,2.107
india,g0_1507.tif,7534,27,0.0994,9.94,0.0337,0,2.825
india,g0_1507.tif,7535,41,0.1509,15.09,0.0498,0,2.825
india,g0_1507.tif,7536,23,0.0847,8.47,0.0287,0,1.82
india,g0_1507.tif,7537,38,0.1399,13.99,0.0358,0,2.825
india,g0_1539.tif,7693,158,0.5816,58.16,0.2591,0,6.469
india,g0_1539.tif,7694,128,0.4712,47.12,0.5926,1,5.461
india,g0_1539.tif,7695,352,1.2958,129.58,0.3428,0,8.635
india,g0_1539.tif,7696,929,3.4199,341.99,0.3198,0,13.597
india,g0_1539.tif,7697,329,1.2111,121.11,0.2625,0,7.974
india,g0_1550.tif,7748,108,0.3976,39.76,0.2732,0,4.397
india,g0_1550.tif,7749,99,0.3644,36.44,0.7417,1,4.82
india,g0_1550.tif,7750,80,0.2945,29.45,0.1493,0,4.247
india,g0_1550.tif,7751,128,0.4712,47.12,0.156,0,5.461
india,g0_1550.tif,7752,64,0.2356,23.56,0.1235,0,3.034
india,g0_1607.tif,8033,354,1.3032,130.32,0.5642,1,10.315
india,g0_1607.tif,8034,300,1.1044,110.44,0.5134,1,9.101
india,g0_1607.tif,8035,562,2.0689,206.89,0.3483,0,11.528
india,g0_1607.tif,8036,245,0.9019,90.19,0.1849,0,7.888
india,g0_1607.tif,8037,361,1.3289,132.89,0.5718,1,9.101
india,g0_1635.tif,8173,160,0.589,58.9,0.091,0,5.461
india,g0_1635.tif,8174,110,0.4049,40.49,0.0792,0,5.461
india,g0_1635.tif,8175,114,0.4197,41.97,0.0826,0,3.231
india,g0_1635.tif,8176,108,0.3976,39.76,0.0614,0,3.231
india,g0_1635.tif,8177,162,0.5964,59.64,0.1044,0,4.82
india,g0_1651.tif,8253,343,1.2627,126.27,0.2896,0,6.775
india,g0_1651.tif,8254,317,1.167,116.7,0.3246,0,6.469
india,g0_1651.tif,8255,352,1.2958,129.58,0.2467,0,6.775
india,g0_1651.tif,8256,344,1.2664,126.64,0.2183,0,5.928
india,g0_1651.tif,8257,343,1.2627,126.27,0.2212,0,5.581
india,g0_1687.tif,8433,96,0.3534,35.34,0.1263,0,4.397
india,g0_1687.tif,8434,60,0.2209,22.09,0.1315,0,2.825
india,g0_1687.tif,8435,52,0.1914,19.14,0.096,0,2.107
india,g0_1687.tif,8436,102,0.3755,37.55,0.1086,0,4.247
india,g0_1687.tif,8437,59,0.2172,21.72,0.1558,0,2.107
india,g0_1721.tif,8603,100,0.3681,36.81,0.0935,0,2.107
india,g0_1721.tif,8604,100,0.3681,36.81,0.3032,0,4.247
india,g0_1721.tif,8605,83,0.3055,30.55,0.2741,0,4.247
india,g0_1721.tif,8606,135,0.497,49.7,0.069,0,4.247
india,g0_1721.tif,8607,231,0.8504,85.04,0.0948,0,5.461
india,g0_1762.tif,8808,119,0.4381,43.81,0.0189,0,4.542
india,g0_1762.tif,8809,94,0.346,34.6,0.4741,0,3.768
india,g0_1762.tif,8810,77,0.2835,28.35,0.0592,0,3.768
india,g0_1762.tif,8811,101,0.3718,37.18,0.0753,0,3.768
india,g0_1762.tif,8812,91,0.335,33.5,0.1041,0,4.397
india,g0_1776.tif,8878,78,0.2871,28.71,0.0415,0,3.231
india,g0_1776.tif,8879,69,0.254,25.4,0.0362,0,3.034
india,g0_1776.tif,8880,61,0.2246,22.46,0.2679,0,3.768
india,g0_1776.tif,8881,115,0.4233,42.33,0.0257,0,3.768
india,g0_1776.tif,8882,51,0.1877,18.77,0.661,1,3.034
india,g0_1794.tif,8968,50,0.1841,18.41,0.0299,0,3.231
india,g0_1794.tif,8969,41,0.1509,15.09,0.0416,0,2.825
india,g0_1794.tif,8970,71,0.2614,26.14,0.0202,0,3.231
india,g0_1794.tif,8971,39,0.1436,14.36,0.1074,0,2.107
india,g0_1794.tif,8972,43,0.1583,15.83,0.0712,0,2.825
india,g0_1806.tif,9028,254,0.935,93.5,0.3462,0,8.635
india,g0_1806.tif,9029,209,0.7694,76.94,0.3244,0,7.533
india,g0_1806.tif,9030,208,0.7657,76.57,0.3079,0,4.397
india,g0_1806.tif,9031,133,0.4896,48.96,0.2788,0,3.034
india,g0_1806.tif,9032,120,0.4418,44.18,0.0917,0,5.928
india,g0_1820.tif,9098,19,0.0699,6.99,0.0611,0,1.82
india,g0_1820.tif,9099,38,0.1399,13.99,0.1413,0,3.034
india,g0_1820.tif,9100,28,0.1031,10.31,0.0162,0,2.107
india,g0_1820.tif,9101,38,0.1399,13.99,0.037,0,2.825
india,g0_1820.tif,9102,44,0.162,16.2,0.0307,0,3.034
india,g0_1822.tif,9108,111,0.4086,40.86,0.0113,0,4.247
india,g0_1822.tif,9109,88,0.324,32.4,0.0111,0,3.034
india,g0_1822.tif,9110,83,0.3055,30.55,0.0127,0,3.034
india,g0_1822.tif,9111,97,0.3571,35.71,0.0162,0,3.231
india,g0_1822.tif,9112,101,0.3718,37.18,0.0152,0,3.034
india,g0_1839.tif,9193,47,0.173,17.3,0.0326,0,1.82
india,g0_1839.tif,9194,183,0.6737,67.37,0.1872,0,7.068
india,g0_1839.tif,9195,81,0.2982,29.82,0.2776,0,3.768
india,g0_1839.tif,9196,251,0.924,92.4,0.498,0,9.101
india,g0_1839.tif,9197,267,0.9829,98.29,0.2952,0,9.101
india,g0_1845.tif,9223,87,0.3203,32.03,0.0815,0,3.231
india,g0_1845.tif,9224,70,0.2577,25.77,0.1495,0,2.825
india,g0_1845.tif,9225,123,0.4528,45.28,0.3598,0,4.397
india,g0_1845.tif,9226,74,0.2724,27.24,0.0766,0,2.825
india,g0_1845.tif,9227,117,0.4307,43.07,0.0469,0,4.542
india,g0_1850.tif,9248,64,0.2356,23.56,0.0952,0,4.247
india,g0_1850.tif,9249,35,0.1288,12.88,0.0827,0,1.82
india,g0_1850.tif,9250,120,0.4418,44.18,0.0948,0,4.247
india,g0_1850.tif,9251,54,0.1988,19.88,0.1224,0,3.034
india,g0_1850.tif,9252,76,0.2798,27.98,0.129,0,2.107
india,g0_1869.tif,9343,119,0.4381,43.81,0.0252,0,5.461
india,g0_1869.tif,9344,243,0.8946,89.46,0.1077,0,7.533
india,g0_1869.tif,9345,67,0.2466,24.66,0.0556,0,3.768
india,g0_1869.tif,9346,237,0.8725,87.25,0.1759,0,7.974
india,g0_1869.tif,9347,176,0.6479,64.79,0.2289,0,5.928
india,g0_1901.tif,9503,88,0.324,32.4,0.1234,0,4.247
india,g0_1901.tif,9504,77,0.2835,28.35,0.0263,0,4.247
india,g0_1901.tif,9505,273,1.005,100.5,0.2859,0,6.674
india,g0_1901.tif,9506,195,0.7178,71.78,0.0951,0,7.068
india,g0_1901.tif,9507,204,0.751,75.1,0.5775,1,5.461
india,g0_1922.tif,9608,60,0.2209,22.09,0.061,0,4.247
india,g0_1922.tif,9609,213,0.7841,78.41,0.0767,0,7.888
india,g0_1922.tif,9610,104,0.3829,38.29,0.1269,0,4.247
india,g0_1922.tif,9611,263,0.9682,96.82,0.0889,0,9.101
india,g0_1922.tif,9612,80,0.2945,29.45,0.0934,0,4.247
india,g0_1938.tif,9688,138,0.508,50.8,0.2847,0,5.461
india,g0_1938.tif,9689,100,0.3681,36.81,0.1255,0,4.247
india,g0_1938.tif,9690,213,0.7841,78.41,0.3302,0,5.461
india,g0_1938.tif,9691,87,0.3203,32.03,0.5104,1,3.768
india,g0_1938.tif,9692,163,0.6,60.0,0.6514,1,6.674
india,g0_1951.tif,9753,63,0.2319,23.19,0.084,0,3.768
india,g0_1951.tif,9754,60,0.2209,22.09,0.0522,0,3.034
india,g0_1951.tif,9755,81,0.2982,29.82,0.0647,0,4.247
india,g0_1951.tif,9756,33,0.1215,12.15,0.1417,0,2.825
india,g0_1951.tif,9757,43,0.1583,15.83,0.3243,0,3.034
india,g0_1985.tif,9923,273,1.005,100.5,0.0648,0,8.227
india,g0_1985.tif,9924,414,1.5241,152.41,0.1661,0,11.528
india,g0_1985.tif,9925,45,0.1657,16.57,0.0464,0,3.034
india,g0_1985.tif,9926,74,0.2724,27.24,0.0617,0,3.231
india,g0_1985.tif,9927,128,0.4712,47.12,0.0968,0,4.82
india,g1_0255.tif,1276,27,0.0994,9.94,0.0237,0,1.82
india,g1_0255.tif,1277,13,0.0479,4.79,0.0114,0,1.82
india,g1_0255.tif,1278,32,0.1178,11.78,0.0281,0,1.82
india,g1_0255.tif,1279,29,0.1068,10.68,0.0254,0,1.82
india,g1_0255.tif,1280,19,0.0699,6.99,0.0167,0,1.82
india,g1_0263.tif,1317,34,0.1252,12.52,0.0588,0,3.034
india,g1_0263.tif,1318,122,0.4491,44.91,0.3586,0,5.581
india,g1_0263.tif,1319,21,0.0773,7.73,0.0578,0,2.107
india,g1_0263.tif,1320,20,0.0736,7.36,0.0735,0,2.107
india,g1_0264.tif,1321,55,0.2025,20.25,0.1514,0,3.034
india,g1_0264.tif,1322,27,0.0994,9.94,0.132,0,1.82
india,g1_0264.tif,1323,38,0.1399,13.99,0.1642,0,3.034
india,g1_0264.tif,1324,30,0.1104,11.04,0.028,0,2.107
india,g1_0264.tif,1325,46,0.1693,16.93,0.0388,0,3.231
india,g1_0474.tif,2371,10,0.0368,3.68,0.0059,0,1.82
india,g1_0474.tif,2372,38,0.1399,13.99,0.0223,0,3.034
india,g1_0474.tif,2373,30,0.1104,11.04,0.0176,0,2.825
india,g1_0474.tif,2374,17,0.0626,6.26,0.01,0,1.82
india,g1_0474.tif,2375,21,0.0773,7.73,0.0111,0,1.82
india,g1_0482.tif,2411,51,0.1877,18.77,0.3289,0,2.825
india,g1_0482.tif,2412,37,0.1362,13.62,0.1304,0,2.107
india,g1_0482.tif,2413,123,0.4528,45.28,0.4182,0,4.542
india,g1_0482.tif,2414,120,0.4418,44.18,0.4439,0,4.397
india,g1_0482.tif,2415,124,0.4565,45.65,0.0557,0,4.82
