variant,chip_id,split,threshold,tiles_accepted,tiles_examined,truth_water_frac,pred_water_frac,iou
v5_morph,1072277,train,-15.12,16,16,0.0860,0.4784,0.1627
v5_morph,118868,valid,-14.26,10,16,0.0665,0.2825,0.1766
v5_morph,135434,train,-16.13,16,16,0.0880,0.2423,0.3215
v5_morph,136196,train,-13.74,16,16,0.0000,0.5092,0.0000
v5_morph,164336,valid,-13.43,16,16,0.0073,0.5975,0.0113
v5_morph,166709,train,-15.57,16,16,0.0344,0.2777,0.0878
v5_morph,177319,train,-13.59,16,16,0.0062,0.4266,0.0114
v5_morph,179238,train,-15.93,16,16,0.0602,0.3679,0.1240
v5_morph,180633,valid,-19.06,13,16,0.4604,0.4651,0.8583
v5_morph,207862,train,-15.95,16,16,0.1051,0.2875,0.2824
v5_morph,244057,valid,-12.23,16,16,0.0000,0.4605,0.0001
v5_morph,25540,train,-14.06,16,16,0.0613,0.5479,0.1083
v5_morph,265762,train,-15.60,15,16,0.0579,0.3796,0.1153
v5_morph,273873,train,-12.60,16,16,0.0350,0.4837,0.0316
v5_morph,285297,train,-16.59,16,16,0.1469,0.3251,0.3325
v5_morph,287642,train,-18.22,16,16,0.1553,0.2489,0.3936
v5_morph,324254,train,-13.30,16,16,0.0148,0.3785,0.0363
v5_morph,373039,train,-13.36,16,16,0.0062,0.5456,0.0103
v5_morph,383430,train,-15.06,14,16,0.1561,0.1892,0.3486
v5_morph,391908,train,-16.00,14,16,0.1227,0.2668,0.3167
v5_morph,399883,test,-19.95,15,16,0.5200,0.4774,0.7736
v5_morph,44475,test,-12.86,16,16,0.0000,0.4359,0.0000
v5_morph,500266,train,-16.38,16,16,0.1457,0.3046,0.3083
v5_morph,533192,valid,-19.68,7,16,0.3628,0.3017,0.6640
v5_morph,534470,train,-14.26,16,16,0.0297,0.3401,0.0826
v5_morph,56450,train,-13.69,16,16,0.0005,0.4766,0.0009
v5_morph,566697,train,-16.29,16,16,0.0682,0.2815,0.1731
v5_morph,570384,test,-15.75,16,16,0.0601,0.1985,0.2395
v5_morph,591317,test,-18.31,14,16,0.4635,0.4429,0.8921
v5_morph,591549,train,-14.52,16,16,0.0450,0.3422,0.1002
v5_morph,592446,test,-14.73,15,16,0.0403,0.2616,0.1485
v5_morph,59460,train,-13.42,16,16,0.0015,0.4810,0.0030
v5_morph,624341,train,-13.53,16,16,0.0123,0.4486,0.0207
v5_morph,631692,test,-13.27,16,16,0.0031,0.4060,0.0074
v5_morph,652725,train,-16.51,16,16,0.0832,0.2577,0.2305
v5_morph,664410,train,-16.47,16,16,0.0516,0.3785,0.1023
v5_morph,691027,valid,-14.97,12,16,0.0330,0.2272,0.1102
v5_morph,698338,train,-15.30,16,16,0.0436,0.3248,0.1181
v5_morph,70352,valid,-15.06,12,16,0.0551,0.1767,0.2940
v5_morph,707886,train,-13.66,12,16,0.0221,0.4202,0.0521
v5_morph,73419,train,-14.64,15,16,0.0349,0.3522,0.0584
v5_morph,747970,train,-13.30,14,16,0.0203,0.3216,0.0597
v5_morph,747992,test,-17.91,16,16,0.4476,0.3428,0.6117
v5_morph,764946,valid,-13.41,16,16,0.0130,0.4158,0.0297
v5_morph,769408,valid,-15.86,16,16,0.0488,0.2751,0.1447
v5_morph,772630,test,-12.73,16,16,0.0087,0.5207,0.0156
v5_morph,773682,train,-16.01,16,16,0.1225,0.3080,0.2973
v5_morph,774689,train,-16.23,16,16,0.0792,0.2297,0.2460
v5_morph,79637,test,-15.41,16,16,0.0197,0.3907,0.0290
v5_morph,80221,test,-22.40,14,16,0.7544,0.7086,0.8933
v5_morph,804466,train,-16.36,16,16,0.1916,0.3652,0.3691
v5_morph,828067,test,-14.20,9,16,0.0382,0.2963,0.1158
v5_morph,833266,valid,-15.27,15,16,0.0831,0.4280,0.1563
v5_morph,842775,train,-14.98,15,16,0.0241,0.4246,0.0435
v5_morph,869358,valid,-16.18,16,16,0.0193,0.3785,0.0416
v5_morph,900498,test,-20.24,15,16,0.4731,0.4407,0.7737
v5_morph,91379,train,-16.75,16,16,0.1129,0.3103,0.2191
v5_morph,943439,train,-17.88,14,16,0.1904,0.1354,0.5122
v5_morph,952728,test,-15.43,14,16,0.0310,0.3113,0.0683
v5_morph,956930,train,-15.56,16,16,0.1691,0.2477,0.3881
v5_morph,979278,train,-17.35,8,16,0.0498,0.1416,0.2628
v5_morph,981708,train,-15.08,13,16,0.0464,0.3199,0.1327
v6_event_thresh,1017769,train,-21.56,0,0,0.5674,0.6584,0.7445
v6_event_thresh,1018317,valid,-21.56,0,0,0.7651,0.8586,0.8696
v6_event_thresh,1018327,test,-21.56,0,0,0.1398,0.0476,0.3341
v6_event_thresh,103447,train,-21.56,0,0,0.1649,0.1425,0.5894
v6_event_thresh,1050276,valid,-21.56,0,0,0.1920,0.0753,0.2993
v6_event_thresh,1068117,valid,-21.56,0,0,0.2088,0.0843,0.3549
v6_event_thresh,1072277,train,-21.56,0,0,0.0860,0.0193,0.1211
v6_event_thresh,118868,valid,-21.56,0,0,0.0665,0.0014,0.0169
v6_event_thresh,135434,train,-21.56,0,0,0.0880,0.0850,0.6568
v6_event_thresh,136196,train,-21.56,0,0,0.0000,0.0078,0.0000
v6_event_thresh,164336,valid,-21.56,0,0,0.0073,0.0018,0.0270
v6_event_thresh,166709,train,-21.56,0,0,0.0344,0.0037,0.0416
v6_event_thresh,177319,train,-21.56,0,0,0.0062,0.0001,0.0031
v6_event_thresh,179238,train,-21.56,0,0,0.0602,0.0063,0.0478
v6_event_thresh,180633,valid,-21.56,0,0,0.4604,0.4634,0.8464
v6_event_thresh,207862,train,-21.56,0,0,0.1051,0.0397,0.1828
v6_event_thresh,244057,valid,-21.56,0,0,0.0000,0.0017,0.0000
v6_event_thresh,25540,train,-21.56,0,0,0.0613,0.0338,0.3088
v6_event_thresh,265762,train,-21.56,0,0,0.0579,0.0046,0.0438
v6_event_thresh,273873,train,-21.56,0,0,0.0350,0.0217,0.0430
v6_event_thresh,285297,train,-21.56,0,0,0.1469,0.0767,0.2430
v6_event_thresh,287642,train,-21.56,0,0,0.1553,0.1352,0.3255
v6_event_thresh,324254,train,-21.56,0,0,0.0148,0.0005,0.0129
v6_event_thresh,373039,train,-21.56,0,0,0.0062,0.0256,0.0018
v6_event_thresh,383430,train,-21.56,0,0,0.1561,0.0291,0.1701
v6_event_thresh,391908,train,-21.56,0,0,0.1227,0.0349,0.2456
v6_event_thresh,399883,test,-21.56,0,0,0.5200,0.5291,0.7328
v6_event_thresh,44475,test,-21.56,0,0,0.0000,0.0000,0.0000
v6_event_thresh,500266,train,-21.56,0,0,0.1457,0.0518,0.2119
v6_event_thresh,533192,valid,-21.56,0,0,0.3628,0.3185,0.6496
v6_event_thresh,534470,train,-21.56,0,0,0.0297,0.0019,0.0516
v6_event_thresh,56450,train,-21.56,0,0,0.0005,0.0008,0.0000
v6_event_thresh,566697,train,-21.56,0,0,0.0682,0.0237,0.1224
v6_event_thresh,570384,test,-21.56,0,0,0.0601,0.0272,0.3617
v6_event_thresh,591317,test,-21.56,0,0,0.4635,0.4580,0.8736
v6_event_thresh,591549,train,-21.56,0,0,0.0450,0.0008,0.0104
v6_event_thresh,592446,test,-21.56,0,0,0.0403,0.0183,0.3716
v6_event_thresh,59460,train,-21.56,0,0,0.0015,0.0010,0.0038
v6_event_thresh,624341,train,-21.56,0,0,0.0123,0.0008,0.0171
v6_event_thresh,631692,test,-21.56,0,0,0.0031,0.0000,0.0012
v6_event_thresh,652725,train,-21.56,0,0,0.0832,0.0301,0.1967
v6_event_thresh,664410,train,-21.56,0,0,0.0516,0.0205,0.1256
v6_event_thresh,691027,valid,-21.56,0,0,0.0330,0.0033,0.0763
v6_event_thresh,698338,train,-21.56,0,0,0.0436,0.0214,0.3581
v6_event_thresh,70352,valid,-21.56,0,0,0.0551,0.0463,0.6485
v6_event_thresh,707886,train,-21.56,0,0,0.0221,0.0107,0.4463
v6_event_thresh,73419,train,-21.56,0,0,0.0349,0.0015,0.0137
v6_event_thresh,747970,train,-21.56,0,0,0.0203,0.0040,0.1706
v6_event_thresh,747992,test,-21.56,0,0,0.4476,0.2012,0.4238
v6_event_thresh,764946,valid,-21.56,0,0,0.0130,0.0020,0.1314
v6_event_thresh,769408,valid,-21.56,0,0,0.0488,0.0137,0.1501
v6_event_thresh,772630,test,-21.56,0,0,0.0087,0.0076,0.0024
v6_event_thresh,773682,train,-21.56,0,0,0.1225,0.0201,0.1203
v6_event_thresh,774689,train,-21.56,0,0,0.0792,0.0397,0.2608
v6_event_thresh,79637,test,-21.56,0,0,0.0197,0.0050,0.0664
v6_event_thresh,80221,test,-21.56,0,0,0.7544,0.8286,0.8672
v6_event_thresh,804466,train,-21.56,0,0,0.1916,0.0676,0.2576
v6_event_thresh,828067,test,-21.56,0,0,0.0382,0.0066,0.1580
v6_event_thresh,833266,valid,-21.56,0,0,0.0831,0.0047,0.0474
v6_event_thresh,842775,train,-21.56,0,0,0.0241,0.0054,0.1356
v6_event_thresh,869358,valid,-21.56,0,0,0.0193,0.0198,0.0773
v6_event_thresh,900498,test,-21.56,0,0,0.4731,0.4677,0.7515
v6_event_thresh,91379,train,-21.56,0,0,0.1129,0.0424,0.2190
v6_event_thresh,943439,train,-21.56,0,0,0.1904,0.0909,0.3838
v6_event_thresh,952728,test,-21.56,0,0,0.0310,0.0051,0.0760
v6_event_thresh,956930,train,-21.56,0,0,0.1691,0.0375,0.1839
v6_event_thresh,979278,train,-21.56,0,0,0.0498,0.0568,0.2826
v6_event_thresh,981708,train,-21.56,0,0,0.0464,0.0029,0.0349
v7_gated,1017769,train,-20.51,16,16,0.5674,0.6762,0.7433
v7_gated,1018317,valid,-23.28,15,16,0.7651,0.8423,0.8796
v7_gated,1018327,test,-17.16,13,16,0.1398,0.1896,0.4593
v7_gated,103447,train,-16.71,14,16,0.1649,0.3738,0.3862
v7_gated,1050276,valid,-17.38,16,16,0.1920,0.3122,0.4356
v7_gated,1068117,valid,-17.94,14,16,0.2088,0.1895,0.5013
v7_gated,1072277,train,-17.01,8,16,0.0860,0.3313,0.2121
v7_gated,118868,valid,-15.30,3,16,0.0665,0.2149,0.2018
v7_gated,135434,train,-17.52,13,16,0.0880,0.2000,0.4158
v7_gated,136196,train,-15.95,5,16,0.0000,0.3058,0.0000
v7_gated,164336,valid,-16.14,5,16,0.0073,0.2984,0.0158
v7_gated,166709,train,-15.65,13,16,0.0344,0.3893,0.0774
v7_gated,177319,train,,0,16,0.0062,0.0000,0.0000
v7_gated,179238,train,-15.93,16,16,0.0602,0.4982,0.1059
v7_gated,180633,valid,-19.16,11,16,0.4604,0.4963,0.8330
v7_gated,207862,train,-16.05,13,16,0.1051,0.3521,0.2580
v7_gated,244057,valid,,0,16,0.0000,0.0000,0.0000
v7_gated,25540,train,-15.90,6,16,0.0613,0.3762,0.1521
v7_gated,265762,train,-15.64,11,16,0.0579,0.4516,0.1070
v7_gated,273873,train,-15.49,3,16,0.0350,0.2808,0.0395
v7_gated,285297,train,-16.59,16,16,0.1469,0.4098,0.3044
v7_gated,287642,train,-18.22,16,16,0.1553,0.3888,0.3160
v7_gated,324254,train,-15.25,2,16,0.0148,0.1561,0.0717
v7_gated,373039,train,-16.47,1,16,0.0062,0.3308,0.0089
v7_gated,383430,train,-15.72,7,16,0.1561,0.2140,0.3424
v7_gated,391908,train,-16.51,12,16,0.1227,0.3233,0.2888
v7_gated,399883,test,-19.95,15,16,0.5200,0.5574,0.7445
v7_gated,44475,test,,0,16,0.0000,0.0000,nan
v7_gated,500266,train,-16.45,15,16,0.1457,0.4223,0.2754
v7_gated,533192,valid,-19.68,7,16,0.3628,0.3509,0.6565
v7_gated,534470,train,-15.32,4,16,0.0297,0.2359,0.1127
v7_gated,56450,train,,0,16,0.0005,0.0000,0.0000
v7_gated,566697,train,-16.32,15,16,0.0682,0.3937,0.1524
v7_gated,570384,test,-15.90,13,16,0.0601,0.2498,0.2080
v7_gated,591317,test,-20.52,11,16,0.4635,0.4662,0.8754
v7_gated,591549,train,-15.20,2,16,0.0450,0.3257,0.1085
v7_gated,592446,test,-16.91,6,16,0.0403,0.1017,0.3356
v7_gated,59460,train,,0,16,0.0015,0.0000,0.0000
v7_gated,624341,train,,0,16,0.0123,0.0000,0.0000
v7_gated,631692,test,,0,16,0.0031,0.0000,0.0000
v7_gated,652725,train,-16.51,16,16,0.0832,0.3835,0.1769
v7_gated,664410,train,-16.47,16,16,0.0516,0.5469,0.0793
v7_gated,691027,valid,-15.10,5,16,0.0330,0.2762,0.0970
v7_gated,698338,train,-15.72,12,16,0.0436,0.3522,0.1145
v7_gated,70352,valid,-19.04,6,16,0.0551,0.0598,0.6664
v7_gated,707886,train,-18.02,1,16,0.0221,0.0238,0.7091
v7_gated,73419,train,-15.40,4,16,0.0349,0.3389,0.0595
v7_gated,747970,train,-15.95,1,16,0.0203,0.0462,0.2892
v7_gated,747992,test,-17.91,16,16,0.4476,0.5160,0.6391
v7_gated,764946,valid,,0,16,0.0130,0.0000,0.0000
v7_gated,769408,valid,-15.89,15,16,0.0488,0.4631,0.0952
v7_gated,772630,test,,0,16,0.0087,0.0000,0.0000
v7_gated,773682,train,-16.04,15,16,0.1225,0.4419,0.2403
v7_gated,774689,train,-16.25,15,16,0.0792,0.3498,0.1852
v7_gated,79637,test,-15.96,10,16,0.0197,0.3969,0.0288
v7_gated,80221,test,-22.50,13,16,0.7544,0.8216,0.8660
v7_gated,804466,train,-16.36,16,16,0.1916,0.4849,0.3235
v7_gated,828067,test,-16.14,2,16,0.0382,0.1318,0.2097
v7_gated,833266,valid,-15.65,11,16,0.0831,0.4135,0.1626
v7_gated,842775,train,-15.40,6,16,0.0241,0.4511,0.0448
v7_gated,869358,valid,-16.25,15,16,0.0193,0.4415,0.0369
v7_gated,900498,test,-20.24,15,16,0.4731,0.4932,0.7532
v7_gated,91379,train,-16.75,16,16,0.1129,0.4557,0.1956
v7_gated,943439,train,-17.95,12,16,0.1904,0.1685,0.5810
v7_gated,952728,test,-15.91,8,16,0.0310,0.3332,0.0656
v7_gated,956930,train,-16.75,10,16,0.1691,0.2399,0.3935
v7_gated,979278,train,-17.35,8,16,0.0498,0.2854,0.1382
v7_gated,981708,train,-15.43,7,16,0.0464,0.3200,0.1356
v8_gated_full,1017769,train,-20.51,16,16,0.5674,0.5791,0.7793
v8_gated_full,1018317,valid,-23.28,15,16,0.7651,0.7424,0.9383
v8_gated_full,1018327,test,-17.16,13,16,0.1398,0.0724,0.4901
v8_gated_full,103447,train,-16.71,14,16,0.1649,0.1163,0.5938
v8_gated_full,1050276,valid,-17.38,16,16,0.1920,0.1002,0.2538
v8_gated_full,1068117,valid,-17.94,14,16,0.2088,0.0976,0.4079
v8_gated_full,1072277,train,-17.01,8,16,0.0860,0.0000,0.0000
v8_gated_full,118868,valid,-15.30,3,16,0.0665,0.0000,0.0000
v8_gated_full,135434,train,-17.52,13,16,0.0880,0.0605,0.4474
v8_gated_full,136196,train,-15.95,5,16,0.0000,0.0000,nan
v8_gated_full,164336,valid,-16.14,5,16,0.0073,0.0000,0.0000
v8_gated_full,166709,train,-15.65,13,16,0.0344,0.0000,0.0000
v8_gated_full,177319,train,,0,16,0.0062,0.0000,0.0000
v8_gated_full,179238,train,-15.93,16,16,0.0602,0.0000,0.0000
v8_gated_full,180633,valid,-19.16,11,16,0.4604,0.4407,0.8701
v8_gated_full,207862,train,-16.05,13,16,0.1051,0.0000,0.0000
v8_gated_full,244057,valid,,0,16,0.0000,0.0000,0.0000
v8_gated_full,25540,train,-15.90,6,16,0.0613,0.0000,0.0000
v8_gated_full,265762,train,-15.64,11,16,0.0579,0.0000,0.0000
v8_gated_full,273873,train,-15.49,3,16,0.0350,0.0000,0.0000
v8_gated_full,285297,train,-16.59,16,16,0.1469,0.0791,0.2113
v8_gated_full,287642,train,-18.22,16,16,0.1553,0.1800,0.3935
v8_gated_full,324254,train,-15.25,2,16,0.0148,0.0000,0.0000
v8_gated_full,373039,train,-16.47,1,16,0.0062,0.0000,0.0000
v8_gated_full,383430,train,-15.72,7,16,0.1561,0.0410,0.2307
v8_gated_full,391908,train,-16.51,12,16,0.1227,0.0433,0.3095
v8_gated_full,399883,test,-19.95,15,16,0.5200,0.4774,0.7736
v8_gated_full,44475,test,,0,16,0.0000,0.0000,nan
v8_gated_full,500266,train,-16.45,15,16,0.1457,0.0000,0.0000
v8_gated_full,533192,valid,-19.68,7,16,0.3628,0.2954,0.6618
v8_gated_full,534470,train,-15.32,4,16,0.0297,0.0000,0.0000
v8_gated_full,56450,train,,0,16,0.0005,0.0000,0.0000
v8_gated_full,566697,train,-16.32,15,16,0.0682,0.0000,0.0000
v8_gated_full,570384,test,-15.90,13,16,0.0601,0.0280,0.3785
v8_gated_full,591317,test,-20.52,11,16,0.4635,0.4312,0.8907
v8_gated_full,591549,train,-15.20,2,16,0.0450,0.0000,0.0000
v8_gated_full,592446,test,-16.91,6,16,0.0403,0.0233,0.4342
v8_gated_full,59460,train,,0,16,0.0015,0.0000,0.0000
v8_gated_full,624341,train,,0,16,0.0123,0.0000,0.0000
v8_gated_full,631692,test,,0,16,0.0031,0.0000,0.0000
v8_gated_full,652725,train,-16.51,16,16,0.0832,0.0308,0.2578
v8_gated_full,664410,train,-16.47,16,16,0.0516,0.0000,0.0000
v8_gated_full,691027,valid,-15.10,5,16,0.0330,0.0000,0.0000
v8_gated_full,698338,train,-15.72,12,16,0.0436,0.0000,0.0000
v8_gated_full,70352,valid,-19.04,6,16,0.0551,0.0441,0.6840
v8_gated_full,707886,train,-18.02,1,16,0.0221,0.0198,0.7375
v8_gated_full,73419,train,-15.40,4,16,0.0349,0.0000,0.0000
v8_gated_full,747970,train,-15.95,1,16,0.0203,0.0000,0.0000
v8_gated_full,747992,test,-17.91,16,16,0.4476,0.2152,0.4552
v8_gated_full,764946,valid,,0,16,0.0130,0.0000,0.0000
v8_gated_full,769408,valid,-15.89,15,16,0.0488,0.0000,0.0000
v8_gated_full,772630,test,,0,16,0.0087,0.0000,0.0000
v8_gated_full,773682,train,-16.04,15,16,0.1225,0.0269,0.1565
v8_gated_full,774689,train,-16.25,15,16,0.0792,0.0331,0.2674
v8_gated_full,79637,test,-15.96,10,16,0.0197,0.0000,0.0000
v8_gated_full,80221,test,-22.50,13,16,0.7544,0.7086,0.8933
v8_gated_full,804466,train,-16.36,16,16,0.1916,0.0000,0.0000
v8_gated_full,828067,test,-16.14,2,16,0.0382,0.0000,0.0000
v8_gated_full,833266,valid,-15.65,11,16,0.0831,0.0000,0.0000
v8_gated_full,842775,train,-15.40,6,16,0.0241,0.0000,0.0000
v8_gated_full,869358,valid,-16.25,15,16,0.0193,0.0000,0.0000
v8_gated_full,900498,test,-20.24,15,16,0.4731,0.4407,0.7737
v8_gated_full,91379,train,-16.75,16,16,0.1129,0.0000,0.0000
v8_gated_full,943439,train,-17.95,12,16,0.1904,0.1269,0.4919
v8_gated_full,952728,test,-15.91,8,16,0.0310,0.0000,0.0000
v8_gated_full,956930,train,-16.75,10,16,0.1691,0.0000,0.0000
v8_gated_full,979278,train,-17.35,8,16,0.0498,0.0336,0.4216
v8_gated_full,981708,train,-15.43,7,16,0.0464,0.0000,0.0000
